,variable,experiment,units,frequency,ensemble,model,year,value,land_area
0,rh,historical,kg m-2 s-1,mon,r4i1p1f1,IPSL-CM6A-LR,1850,7.987766e-09,146545360000000.0
1,rh,historical,kg m-2 s-1,mon,r4i1p1f1,IPSL-CM6A-LR,1851,8.089224e-09,146545360000000.0
2,rh,historical,kg m-2 s-1,mon,r4i1p1f1,IPSL-CM6A-LR,1852,8.056353e-09,146545360000000.0
3,rh,historical,kg m-2 s-1,mon,r4i1p1f1,IPSL-CM6A-LR,1853,8.068417e-09,146545360000000.0
4,rh,historical,kg m-2 s-1,mon,r4i1p1f1,IPSL-CM6A-LR,1854,8.135786e-09,146545360000000.0
5,rh,historical,kg m-2 s-1,mon,r4i1p1f1,IPSL-CM6A-LR,1855,8.074541e-09,146545360000000.0
6,rh,historical,kg m-2 s-1,mon,r4i1p1f1,IPSL-CM6A-LR,1856,8.057887e-09,146545360000000.0
7,rh,historical,kg m-2 s-1,mon,r4i1p1f1,IPSL-CM6A-LR,1857,8.177063e-09,146545360000000.0
8,rh,historical,kg m-2 s-1,mon,r4i1p1f1,IPSL-CM6A-LR,1858,8.147526e-09,146545360000000.0
9,rh,historical,kg m-2 s-1,mon,r4i1p1f1,IPSL-CM6A-LR,1859,8.059799e-09,146545360000000.0
10,rh,historical,kg m-2 s-1,mon,r4i1p1f1,IPSL-CM6A-LR,1860,8.196287e-09,146545360000000.0
11,rh,historical,kg m-2 s-1,mon,r4i1p1f1,IPSL-CM6A-LR,1861,8.0643705e-09,146545360000000.0
12,rh,historical,kg m-2 s-1,mon,r4i1p1f1,IPSL-CM6A-LR,1862,8.064491e-09,146545360000000.0
13,rh,historical,kg m-2 s-1,mon,r4i1p1f1,IPSL-CM6A-LR,1863,7.992699e-09,146545360000000.0
14,rh,historical,kg m-2 s-1,mon,r4i1p1f1,IPSL-CM6A-LR,1864,8.03297e-09,146545360000000.0
15,rh,historical,kg m-2 s-1,mon,r4i1p1f1,IPSL-CM6A-LR,1865,8.099369e-09,146545360000000.0
16,rh,historical,kg m-2 s-1,mon,r4i1p1f1,IPSL-CM6A-LR,1866,8.120101e-09,146545360000000.0
17,rh,historical,kg m-2 s-1,mon,r4i1p1f1,IPSL-CM6A-LR,1867,8.034262e-09,146545360000000.0
