,variable,experiment,units,frequency,ensemble,model,year,value,total_area
0,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2015,2.1423597e-08,1.0471339e+25
1,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2016,2.1053552e-08,1.0471339e+25
2,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2017,2.134344e-08,1.0471339e+25
3,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2018,2.1540464e-08,1.0471339e+25
4,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2019,2.1654353e-08,1.0471339e+25
5,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2020,2.18263e-08,1.0471339e+25
6,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2021,2.1974536e-08,1.0471339e+25
7,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2022,2.1681423e-08,1.0471339e+25
8,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2023,2.2286885e-08,1.0471339e+25
9,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2024,2.2331648e-08,1.0471339e+25
10,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2025,2.2571177e-08,1.0471339e+25
11,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2026,2.2610621e-08,1.0471339e+25
12,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2027,2.239438e-08,1.0471339e+25
13,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2028,2.2733843e-08,1.0471339e+25
14,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2029,2.2908845e-08,1.0471339e+25
15,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2030,2.2916689e-08,1.0471339e+25
16,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2031,2.3192205e-08,1.0471339e+25
17,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2032,2.3624464e-08,1.0471339e+25
18,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2033,2.3567898e-08,1.0471339e+25
19,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2034,2.3283521e-08,1.0471339e+25
20,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2035,2.3555112e-08,1.0471339e+25
21,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2036,2.4231568e-08,1.0471339e+25
22,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2037,2.431205e-08,1.0471339e+25
23,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2038,2.4030307e-08,1.0471339e+25
24,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2039,2.4280245e-08,1.0471339e+25
25,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2040,2.4340672e-08,1.0471339e+25
26,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2041,2.46703e-08,1.0471339e+25
27,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2042,2.5226157e-08,1.0471339e+25
28,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2043,2.4932303e-08,1.0471339e+25
29,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2044,2.4402754e-08,1.0471339e+25
30,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2045,2.5322505e-08,1.0471339e+25
31,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2046,2.5716544e-08,1.0471339e+25
32,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2047,2.5358368e-08,1.0471339e+25
33,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2048,2.5726584e-08,1.0471339e+25
34,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2049,2.6233236e-08,1.0471339e+25
35,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2050,2.6234678e-08,1.0471339e+25
36,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2051,2.5962938e-08,1.0471339e+25
37,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2052,2.6364807e-08,1.0471339e+25
38,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2053,2.6525107e-08,1.0471339e+25
39,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2054,2.6700652e-08,1.0471339e+25
40,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2055,2.6624067e-08,1.0471339e+25
41,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2056,2.6763521e-08,1.0471339e+25
42,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2057,2.7388666e-08,1.0471339e+25
43,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2058,2.7967014e-08,1.0471339e+25
44,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2059,2.7475394e-08,1.0471339e+25
45,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2060,2.7219485e-08,1.0471339e+25
46,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2061,2.7930623e-08,1.0471339e+25
47,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2062,2.8437668e-08,1.0471339e+25
48,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2063,2.8454643e-08,1.0471339e+25
49,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2064,2.7868948e-08,1.0471339e+25
50,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2065,2.8526342e-08,1.0471339e+25
51,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2066,2.9411503e-08,1.0471339e+25
52,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2067,2.8830586e-08,1.0471339e+25
53,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2068,2.9410979e-08,1.0471339e+25
54,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2069,2.942051e-08,1.0471339e+25
55,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2070,2.950865e-08,1.0471339e+25
56,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2071,2.958943e-08,1.0471339e+25
57,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2072,2.999475e-08,1.0471339e+25
58,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2073,2.9929435e-08,1.0471339e+25
59,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2074,3.037303e-08,1.0471339e+25
60,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2075,3.0885612e-08,1.0471339e+25
61,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2076,3.0783152e-08,1.0471339e+25
62,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2077,3.0393835e-08,1.0471339e+25
63,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2078,3.1099862e-08,1.0471339e+25
64,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2079,3.0953412e-08,1.0471339e+25
65,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2080,3.1431373e-08,1.0471339e+25
66,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2081,3.2064268e-08,1.0471339e+25
67,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2082,3.1732114e-08,1.0471339e+25
68,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2083,3.1922024e-08,1.0471339e+25
69,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2084,3.2336313e-08,1.0471339e+25
70,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2085,3.21349e-08,1.0471339e+25
71,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2086,3.204256e-08,1.0471339e+25
72,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2087,3.288076e-08,1.0471339e+25
73,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2088,3.259875e-08,1.0471339e+25
74,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2089,3.3375745e-08,1.0471339e+25
75,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2090,3.267324e-08,1.0471339e+25
76,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2091,3.3927336e-08,1.0471339e+25
77,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2092,3.371966e-08,1.0471339e+25
78,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2093,3.3425906e-08,1.0471339e+25
79,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2094,3.398036e-08,1.0471339e+25
80,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2095,3.393501e-08,1.0471339e+25
81,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2096,3.3956333e-08,1.0471339e+25
82,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2097,3.39472e-08,1.0471339e+25
83,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2098,3.445875e-08,1.0471339e+25
84,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2099,3.4261248e-08,1.0471339e+25
85,rh,ssp585,kg m-2 s-1,mon,r5i1p2f1,CanESM5,2100,3.4685836e-08,1.0471339e+25
