,variable,experiment,units,frequency,ensemble,model,year,value,land_area
0,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1850,7.614105e-09,148979250000000.0
1,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1851,7.509518e-09,148979250000000.0
2,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1852,7.676432e-09,148979250000000.0
3,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1853,7.482716e-09,148979250000000.0
4,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1854,7.4890165e-09,148979250000000.0
5,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1855,7.704869e-09,148979250000000.0
6,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1856,7.656564e-09,148979250000000.0
7,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1857,7.3831212e-09,148979250000000.0
8,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1858,7.647796e-09,148979250000000.0
9,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1859,7.573076e-09,148979250000000.0
10,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1860,7.609452e-09,148979250000000.0
11,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1861,7.4691e-09,148979250000000.0
12,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1862,7.670441e-09,148979250000000.0
13,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1863,7.61467e-09,148979250000000.0
14,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1864,7.667479e-09,148979250000000.0
15,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1865,7.74586e-09,148979250000000.0
16,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1866,7.67512e-09,148979250000000.0
17,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1867,7.679428e-09,148979250000000.0
18,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1868,7.668091e-09,148979250000000.0
19,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1869,7.698133e-09,148979250000000.0
20,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1870,7.652306e-09,148979250000000.0
21,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1871,7.732806e-09,148979250000000.0
22,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1872,7.789541e-09,148979250000000.0
23,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1873,7.86912e-09,148979250000000.0
24,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1874,7.801803e-09,148979250000000.0
25,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1875,7.771654e-09,148979250000000.0
26,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1876,7.681974e-09,148979250000000.0
27,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1877,7.771747e-09,148979250000000.0
28,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1878,7.921591e-09,148979250000000.0
29,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1879,7.706228e-09,148979250000000.0
30,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1880,7.65374e-09,148979250000000.0
31,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1881,7.59588e-09,148979250000000.0
32,rh,historical,kg m-2 s-1,mon,r7i1p1f1,GISS-E2-1-G,1882,7.608231e-09,148979250000000.0
