"Experiment","Ensemble","Model","Data","Time","Temp"
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",4,280.280731201172
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",5,280.251037597656
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",6,280.305999755859
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",7,280.159851074219
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",8,280.356018066406
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",9,280.567016601562
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",10,280.601043701172
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",11,280.442810058594
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",12,280.658935546875
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",13,280.483703613281
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",14,280.439147949219
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",15,280.337951660156
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",16,280.538238525391
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",17,281.056518554688
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",18,280.663604736328
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",19,280.634735107422
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",20,280.856567382812
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",21,280.804290771484
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",22,280.705657958984
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",23,280.921417236328
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",24,280.819458007812
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",25,280.813110351562
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",26,280.833587646484
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",27,280.78173828125
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",28,280.9365234375
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",29,280.889984130859
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",30,281.267669677734
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",31,281.324340820312
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",32,281.368621826172
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",33,281.329345703125
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",34,281.401611328125
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",35,281.543243408203
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",36,281.499053955078
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",37,281.5419921875
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",38,281.502838134766
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",39,281.476287841797
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",40,281.505798339844
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",41,281.505950927734
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",42,281.542327880859
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",43,281.548370361328
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",44,281.591918945312
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",45,281.986541748047
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",46,282.043640136719
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",47,282.263244628906
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",48,281.919647216797
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",49,282.031005859375
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",50,282.196655273438
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",51,282.318786621094
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",52,282.122741699219
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",53,282.174926757812
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",54,282.301635742188
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",55,282.232269287109
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",56,282.339019775391
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",57,282.678924560547
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",58,282.490142822266
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",59,282.309051513672
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",60,282.566192626953
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",61,282.724517822266
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",62,282.233154296875
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",63,282.552886962891
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",64,282.737854003906
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",65,282.725463867188
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",66,282.702209472656
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",67,282.895446777344
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",68,283.159637451172
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",69,282.709350585938
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",70,282.801208496094
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",71,282.932159423828
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",72,282.675903320312
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",73,282.945587158203
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",74,283.23486328125
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",75,283.213134765625
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",76,283.354644775391
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",77,283.269134521484
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",78,283.341674804688
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",79,283.718322753906
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",80,283.508605957031
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",81,283.596862792969
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",82,283.510925292969
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",83,283.661834716797
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",84,283.985321044922
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",85,283.698425292969
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",86,283.701080322266
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",87,283.75537109375
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",88,283.881439208984
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",89,284.056335449219
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",90,284.217712402344
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",91,283.863891601562
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",92,283.769683837891
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",93,284.028991699219
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",94,284.140319824219
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",95,284.016845703125
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",96,284.086791992188
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",97,284.723327636719
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",98,284.631866455078
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",99,284.427642822266
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",0,288.190460205078
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",1,288.3798828125
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",2,288.338684082031
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",3,288.201690673828
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",4,288.319213867188
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",5,288.3623046875
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",6,288.397277832031
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",7,288.239654541016
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",8,288.282440185547
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",9,288.464324951172
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",10,288.499633789062
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",11,288.483673095703
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",12,288.51416015625
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",13,288.478302001953
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",14,288.422790527344
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",15,288.413635253906
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",16,288.582733154297
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",17,288.717407226562
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",18,288.449920654297
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",19,288.596801757812
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",20,288.626831054688
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",21,288.681610107422
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",22,288.760223388672
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",23,288.7314453125
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",24,288.641845703125
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",25,288.721252441406
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",26,288.687164306641
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",27,288.802124023438
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",28,288.859771728516
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",29,288.830780029297
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",30,289.029083251953
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",31,288.984924316406
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",32,288.999176025391
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",33,288.959686279297
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",34,288.955078125
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",35,289.040588378906
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",36,289.087158203125
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",37,289.148681640625
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",38,289.076629638672
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",39,289.037872314453
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",40,289.165100097656
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",41,289.176910400391
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",42,289.151336669922
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",43,289.115386962891
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",44,289.233184814453
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",45,289.303985595703
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",46,289.36181640625
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",47,289.467437744141
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",48,289.341979980469
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",49,289.362701416016
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",50,289.530578613281
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",51,289.559265136719
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",52,289.519958496094
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",53,289.598327636719
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",54,289.597076416016
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",55,289.455413818359
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",56,289.526214599609
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",57,289.637573242188
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",58,289.587219238281
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",59,289.536193847656
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",60,289.841644287109
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",61,289.705230712891
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",62,289.553619384766
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",63,289.645782470703
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",64,289.766052246094
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",65,289.77490234375
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",66,289.706329345703
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",67,289.908325195312
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",68,290.009246826172
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",69,289.839752197266
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",70,289.928375244141
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",71,289.903961181641
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",72,289.919067382812
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",73,290.038360595703
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",74,290.079620361328
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",75,290.106964111328
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",76,290.194366455078
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",77,290.185729980469
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",78,290.214141845703
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",79,290.322052001953
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",80,290.337951660156
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",81,290.320770263672
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",82,290.306884765625
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",83,290.306884765625
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",84,290.439056396484
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",85,290.354675292969
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",86,290.455200195312
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",87,290.467987060547
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",88,290.580352783203
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",89,290.723480224609
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",90,290.586547851562
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",91,290.439910888672
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",92,290.434722900391
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",93,290.512298583984
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",94,290.609985351562
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",95,290.627502441406
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",96,290.701721191406
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",97,290.906280517578
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",98,290.9501953125
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",99,290.912780761719
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",0,285.791625976562
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",1,286.011138916016
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",2,286.009735107422
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",3,285.874908447266
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",4,285.962249755859
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",5,285.984008789062
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",6,286.024841308594
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",7,285.870574951172
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",8,285.958343505859
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",9,286.148773193359
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",10,286.183685302734
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",11,286.126007080078
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",12,286.2109375
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",13,286.134216308594
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",14,286.081909179688
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",15,286.045776367188
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",16,286.223999023438
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",17,286.471160888672
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",18,286.166900634766
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",19,286.262237548828
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",20,286.348510742188
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",21,286.371887207031
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",22,286.398559570312
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",23,286.441467285156
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",24,286.348236083984
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",25,286.402496337891
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",26,286.384399414062
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",27,286.450469970703
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",28,286.536590576172
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",29,286.502471923828
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",30,286.753356933594
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",31,286.73876953125
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",32,286.761840820312
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",33,286.722412109375
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",34,286.740325927734
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",35,286.842315673828
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",36,286.862243652344
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",37,286.918334960938
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",38,286.855926513672
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",39,286.820739746094
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",40,286.919311523438
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",41,286.927703857422
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",42,286.920288085938
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",43,286.896667480469
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",44,286.99267578125
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",45,287.158447265625
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",46,287.216064453125
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",47,287.355102539062
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",48,287.165679931641
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",49,287.212982177734
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",50,287.380187988281
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",51,287.436309814453
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",52,287.351013183594
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",53,287.421722412109
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",54,287.457977294922
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",55,287.337524414062
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",56,287.418853759766
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",57,287.597229003906
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",58,287.506286621094
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",59,287.417144775391
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",60,287.708404541016
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",61,287.658416748047
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",62,287.407196044922
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",63,287.566070556641
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",64,287.705322265625
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",65,287.707946777344
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",66,287.652648925781
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",67,287.852081298828
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",68,288.000885009766
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",69,287.749053955078
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",70,287.838623046875
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",71,287.859771728516
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",72,287.795288085938
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",73,287.958709716797
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",74,288.072662353516
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",75,288.085632324219
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",76,288.188903808594
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",77,288.15771484375
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",78,288.199066162109
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",79,288.385772705078
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",80,288.335510253906
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",81,288.349243164062
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",82,288.314239501953
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",83,288.358489990234
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",84,288.546752929688
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",85,288.403015136719
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",86,288.474822998047
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",87,288.499786376953
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",88,288.616149902344
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",89,288.768615722656
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",90,288.719146728516
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",91,288.511779785156
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",92,288.48046875
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",93,288.611358642578
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",94,288.713012695312
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",95,288.689208984375
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",96,288.762176513672
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",97,289.093383789062
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",98,289.097595214844
"1pctCO2","r1i1p1f1","GFDL-CM4","Global",99,289.011260986328
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",100,284.641815185547
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",101,284.424896240234
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",102,284.456085205078
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",103,284.6884765625
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",104,284.741180419922
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",105,284.838653564453
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",106,285.013000488281
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",107,285.017639160156
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",108,284.756530761719
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",109,285.084350585938
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",110,285.39306640625
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",111,285.261383056641
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",112,285.267364501953
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",113,285.138122558594
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",114,285.409149169922
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",115,285.587921142578
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",116,285.720794677734
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",117,285.641021728516
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",118,285.697601318359
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",119,285.524322509766
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",120,285.972564697266
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",121,285.723937988281
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",122,285.910491943359
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",123,286.0166015625
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",124,285.94921875
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",125,286.161407470703
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",126,286.143432617188
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",127,286.038909912109
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",128,286.448974609375
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",129,286.696258544922
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",130,286.383819580078
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",131,286.825317382812
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",132,286.622589111328
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",133,286.414398193359
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",134,286.461517333984
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",135,286.817077636719
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",136,286.964965820312
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",137,286.688232421875
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",138,287.034820556641
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",139,287.256439208984
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",140,286.999633789062
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",141,287.199890136719
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",142,287.203674316406
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",143,287.19287109375
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",144,287.488494873047
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",145,287.235076904297
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",146,287.599456787109
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",147,287.612701416016
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",148,287.564605712891
"1pctCO2","r1i1p1f1","GFDL-CM4","Land",149,287.660339355469
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",100,290.925628662109
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",101,290.898803710938
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",102,290.95703125
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",103,291.089996337891
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",104,291.1123046875
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",105,291.169830322266
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",106,291.138153076172
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",107,291.167114257812
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",108,291.204498291016
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",109,291.25390625
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",110,291.370056152344
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",111,291.342102050781
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",112,291.322906494141
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",113,291.364990234375
"1pctCO2","r1i1p1f1","GFDL-CM4","Ocean",114,291.480560302734
