"","File.x","variable","experiment","units","frequency","ensemble","model","year","value","name","rownum"
"30","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1879,0.000381307894713245,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",30
"31","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1880,0.000385120974290961,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",31
"32","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1881,0.000388972187162532,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",32
"33","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1882,0.000392861909252436,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",33
"34","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1883,0.000396790521335788,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",34
"35","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1884,0.000400758433291533,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",35
"36","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1885,0.000404766011342872,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",36
"37","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1886,0.000408813675070026,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",37
"38","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1887,0.00041290181009875,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",38
"39","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1888,0.000417030831158627,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",39
"40","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1889,0.000421201133576687,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",40
"41","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1890,0.000425413153910389,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",41
"42","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1891,0.000429667280210803,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",42
"43","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1892,0.000433963951460707,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",43
"44","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1893,0.00043830359451628,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",44
"45","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1894,0.000442686633808383,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",45
"46","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1895,0.000447113493767877,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",46
"47","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1896,0.000451584630354773,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",47
"48","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1897,0.000456100477701208,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",48
"49","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1898,0.000460661479640597,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",49
"50","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1899,0.000465268094558269,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",50
"51","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1900,0.000469920775988915,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",51
"52","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1901,0.000474619987168505,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",52
"53","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1902,0.000479366184057047,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",53
"54","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1903,0.000484159846867745,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",54
"55","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1904,0.000489001446112525,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",55
"56","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1905,0.000493891464429907,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",56
"57","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1906,0.000498830374757138,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",57
"58","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1907,0.000503818679135293,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",58
"59","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1908,0.00050885686747885,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",59
"60","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1909,0.000513945424851651,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",60
"61","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1910,0.000519084894525198,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",61
"62","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1911,0.0005242757324595,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",62
"63","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1912,0.000529518496477976,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",63
"64","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1913,0.000534813676495105,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",64
"65","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1914,0.000540161815782388,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",65
"66","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1915,0.000545563438208774,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",66
"67","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1916,0.00055101906764321,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",67
"68","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1917,0.000556529252207838,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",68
"69","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1918,0.000562094549726074,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",69
"70","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1919,0.00056771550346942,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",70
"71","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1920,0.000573392642157463,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",71
"72","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1921,0.000579126572120003,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",72
"73","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1922,0.000584917841479182,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",73
"74","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1923,0.00059076702746097,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",74
"75","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1924,0.000596674687888784,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",75
"76","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1925,0.000602641448494978,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",76
"77","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1926,0.000608667852551055,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",77
"78","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1927,0.00061475452578937,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",78
"79","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1928,0.000620902084241,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",79
"80","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1929,0.000627111105131917,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",80
"81","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1930,0.000633382204493197,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",81
"82","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1931,0.000639716027459751,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",82
"83","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1932,0.000646113190062654,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",83
"84","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1933,0.000652574327735541,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",84
"85","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1934,0.000659100071061402,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",85
"86","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1935,0.000665691070025787,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",86
"87","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1936,0.000672347984315517,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",87
"88","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1937,0.000679071449364225,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",88
"89","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1938,0.00068586216851448,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",89
"90","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1939,0.000692720801453106,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",90
"91","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1940,0.000699648012717565,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",91
"92","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1941,0.000706644481397234,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",92
"93","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1942,0.000713710925386598,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",93
"94","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1943,0.000720848038326949,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",94
"95","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1944,0.00072805651385958,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",95
"96","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1945,0.000735337074729614,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",96
"97","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1946,0.000742690458234089,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",97
"98","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1947,0.000750117358014298,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",98
"99","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1948,0.000757618521068555,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",99
"100","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1949,0.000765194718648369,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",100
"101","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1950,0.000772846663797585,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",101
"102","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1951,0.000780575127767709,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",102
"103","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1952,0.000788380876959612,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",103
"104","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1953,0.000796264692326076,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",104
"105","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1954,0.000804227330566694,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",105
"106","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1955,0.000812269611439357,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",106
"107","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1956,0.000820392301344933,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",107
"108","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1957,0.000828596229742591,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",108
"109","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1958,0.00083688219213703,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",109
"110","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1959,0.000845251013136779,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",110
"111","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1960,0.000853703531902283,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",111
"112","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1961,0.000862240563340795,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",112
"113","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1962,0.000870862970865952,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",113
"114","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1963,0.000879571593638199,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",114
"115","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1964,0.000888367309623087,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",115
"116","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1965,0.000897250991935531,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",116
"117","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1966,0.000906223494287891,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",117
"118","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1967,0.000915285728600187,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",118
"119","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1968,0.000924438582539248,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",119
"120","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1969,0.000933682972875734,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",120
"121","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1970,0.000943019801828389,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",121
"122","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1971,0.000952450000719788,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",122
"123","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1972,0.000961974500872505,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",123
"124","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1973,0.000971594243310392,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",124
"125","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1974,0.000981310188459853,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",125
"126","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1975,0.000991123272494102,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",126
"127","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1976,0.00100103452374848,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",127
"128","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1977,0.00101104485414301,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",128
"129","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1978,0.00102115533081815,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",129
"130","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1979,0.00103136688509646,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",130
"131","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1980,0.00104168053561201,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",131
"132","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1981,0.00105209733980397,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",132
"133","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1982,0.00106261830660515,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",133
"134","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1983,0.00107324449345469,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",134
"135","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1984,0.0010839769577918,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",135
"136","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1985,0.00109481669884796,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",136
"137","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1986,0.00110576488077641,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",137
"138","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1987,0.00111682253191248,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",138
"139","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1988,0.00112799075820173,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",139
"140","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1989,0.00113927065588844,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",140
"141","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1990,0.00115066337942456,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",141
"142","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1991,0.00116217001535309,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",142
"143","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1992,0.00117379169872341,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",143
"144","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1993,0.00118552962279258,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",144
"145","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1994,0.00119738492260997,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",145
"146","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1995,0.00120935875262755,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",146
"147","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1996,0.00122145236431,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",147
"148","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1997,0.0012336668636029,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",148
"149","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1998,0.0012460035601786,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",149
"150","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1999,0.00125846355998268,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",150
"151","1","co2","1pctCO2","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",2000,0.0012710482114926,"BCC-CSM2-MR_1pctCO2_r1i1p1f1",151
"152","2","co2","historical","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1850,0.000284321217258186,"BCC-CSM2-MR_historical_r1i1p1f1",152
"153","2","co2","historical","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1851,0.000284450435501045,"BCC-CSM2-MR_historical_r1i1p1f1",153
"154","2","co2","historical","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1852,0.000284597409321205,"BCC-CSM2-MR_historical_r1i1p1f1",154
"155","2","co2","historical","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1853,0.000284730408957506,"BCC-CSM2-MR_historical_r1i1p1f1",155
"156","2","co2","historical","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1854,0.000284845399455524,"BCC-CSM2-MR_historical_r1i1p1f1",156
"157","2","co2","historical","mol mol-1","mon","r1i1p1f1","BCC-CSM2-MR",1855,0.000284940429817723,"BCC-CSM2-MR_historical_r1i1p1f1",157
