"model","experiment","ensemble","variable","year","value","units"
"CanESM5","ssp245","r5i1p2f1","rh",2090,109.4798,"Pg/yr"
"CanESM5","ssp245","r5i1p2f1","rh",2091,111.2767,"Pg/yr"
"CanESM5","ssp245","r5i1p2f1","rh",2092,110.869,"Pg/yr"
"CanESM5","ssp245","r5i1p2f1","rh",2093,111.7457,"Pg/yr"
"CanESM5","ssp245","r5i1p2f1","rh",2094,112.6682,"Pg/yr"
"CanESM5","ssp245","r5i1p2f1","rh",2095,110.23,"Pg/yr"
"CanESM5","ssp245","r5i1p2f1","rh",2096,112.4925,"Pg/yr"
"CanESM5","ssp245","r5i1p2f1","rh",2097,113.3408,"Pg/yr"
"CanESM5","ssp245","r5i1p2f1","rh",2098,112.6305,"Pg/yr"
"CanESM5","ssp245","r5i1p2f1","rh",2099,114.444,"Pg/yr"
"CanESM5","ssp245","r5i1p2f1","rh",2100,112.0826,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2015,83.1318,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2016,82.7166,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2017,82.505,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2018,84.1286,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2019,83.2321,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2020,84.8298,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2021,85.5235,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2022,85.2839,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2023,85.1396,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2024,86.2642,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2025,86.446,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2026,86.5827,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2027,86.8517,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2028,87.2034,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2029,87.1537,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2030,88.1243,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2031,88.4224,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2032,87.7693,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2033,88.747,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2034,88.668,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2035,90.9071,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2036,90.795,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2037,90.1178,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2038,90.7176,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2039,91.6425,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2040,93.5325,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2041,92.2379,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2042,92.6569,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2043,92.9727,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2044,93.706,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2045,93.7428,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2046,94.187,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2047,94.9747,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2048,96.019,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2049,95.7523,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2050,95.3342,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2051,96.6899,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2052,96.6424,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2053,96.4518,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2054,98.0454,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2055,97.9686,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2056,98.2857,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2057,98.4149,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2058,100.3933,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2059,99.5324,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2060,99.7063,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2061,101.4479,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2062,101.0106,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2063,100.9684,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2064,101.5049,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2065,101.2914,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2066,102.6772,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2067,104.3713,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2068,103.3847,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2069,102.3117,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2070,104.8282,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2071,103.1534,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2072,104.2443,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2073,105.7691,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2074,104.5902,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2075,104.2807,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2076,106.0177,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2077,108.1909,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2078,106.8083,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2079,106.7471,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2080,107.7857,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2081,109.0668,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2082,109.4446,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2083,109.2204,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2084,108.6961,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2085,110.9494,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2086,108.7284,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2087,110.7947,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2088,109.4447,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2089,111.7616,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2090,111.2157,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2091,111.1034,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2092,111.8793,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2093,111.6407,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2094,113.577,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2095,111.1367,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2096,112.262,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2097,112.0838,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2098,111.6543,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2099,112.2836,"Pg/yr"
"CanESM5","ssp245","r6i1p1f1","rh",2100,112.7797,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2015,82.9448,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2016,82.4506,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2017,81.4483,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2018,83.8266,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2019,83.5784,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2020,83.9653,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2021,85.4325,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2022,85.7596,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2023,85.4887,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2024,85.5925,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2025,87.5861,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2026,86.1243,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2027,85.7024,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2028,86.6428,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2029,88.1645,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2030,87.9211,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2031,87.8505,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2032,87.9478,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2033,89.9921,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2034,89.2712,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2035,88.1614,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2036,89.05,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2037,90.7842,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2038,90.5043,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2039,90.5364,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2040,91.6232,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2041,92.3181,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2042,92.6152,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2043,92.7832,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2044,92.0837,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2045,93.8479,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2046,94.0376,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2047,94.6715,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2048,95.2151,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2049,96.1815,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2050,95.774,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2051,96.8292,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2052,96.1203,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2053,96.2712,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2054,97.5717,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2055,97.9154,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2056,98.2488,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2057,98.0025,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2058,99.2949,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2059,99.0958,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2060,100.356,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2061,101.3423,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2062,100.7713,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2063,100.0324,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2064,101.1377,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2065,103.8158,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2066,103.6208,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2067,101.2454,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2068,103.5801,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2069,104.3076,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2070,103.0053,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2071,104.3124,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2072,105.5031,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2073,105.9994,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2074,105.6839,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2075,104.0307,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2076,106.7984,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2077,107.8789,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2078,106.42,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2079,106.2526,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2080,106.5481,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2081,108.8225,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2082,107.7798,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2083,109.4825,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2084,108.412,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2085,110.8753,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2086,109.9455,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2087,108.3738,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2088,110.2073,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2089,110.5795,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2090,111.6783,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2091,111.9859,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2092,111.7577,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2093,111.4632,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2094,111.4696,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2095,113.1912,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2096,112.6123,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2097,111.7873,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2098,113.7353,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2099,112.364,"Pg/yr"
"CanESM5","ssp245","r6i1p2f1","rh",2100,112.8882,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2015,81.3973,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2016,81.3993,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2017,82.9619,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2018,84.4619,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2019,84.353,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2020,83.8302,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2021,84.9319,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2022,84.5541,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2023,84.2545,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2024,86.0249,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2025,86.5521,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2026,86.9737,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2027,86.38,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2028,87.1871,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2029,87.6551,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2030,87.8778,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2031,88.5237,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2032,87.5367,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2033,88.3264,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2034,88.6005,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2035,90.8335,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2036,90.4077,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2037,90.0275,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2038,90.9697,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2039,90.2187,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2040,92.011,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2041,92.4385,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2042,92.1575,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2043,92.1999,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2044,92.3288,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2045,93.8311,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2046,95.1813,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2047,95.5451,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2048,95.1744,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2049,94.7982,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2050,96.0486,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2051,97.0422,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2052,97.8148,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2053,96.0441,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2054,96.2958,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2055,97.0726,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2056,97.2726,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2057,98.7072,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2058,98.4704,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2059,99.7289,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2060,100.0705,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2061,100.0293,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2062,100.49,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2063,100.7563,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2064,101.4072,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2065,102.5684,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2066,102.953,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2067,104.2539,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2068,102.7081,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2069,102.952,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2070,104.5245,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2071,105.2125,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2072,106.2002,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2073,104.84,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2074,104.7113,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2075,104.7912,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2076,106.0953,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2077,108.028,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2078,109.0157,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2079,107.3831,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2080,107.7376,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2081,107.8028,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2082,107.2204,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2083,108.185,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2084,110.2046,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2085,109.0253,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2086,108.4415,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2087,110.2801,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2088,110.6883,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2089,110.7889,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2090,110.0297,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2091,109.6001,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2092,112.4871,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2093,112.4583,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2094,111.6746,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2095,112.2165,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2096,112.7058,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2097,111.5196,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2098,111.6253,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2099,112.0543,"Pg/yr"
"CanESM5","ssp245","r7i1p1f1","rh",2100,113.4953,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2015,81.9116,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2016,81.7702,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2017,83.1564,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2018,83.7039,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2019,82.6808,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2020,84.8098,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2021,84.2594,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2022,84.9312,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2023,85.041,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2024,85.5159,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2025,85.686,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2026,86.6341,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2027,86.663,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2028,86.6506,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2029,86.7315,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2030,86.311,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2031,88.6784,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2032,88.9659,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2033,87.3647,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2034,88.7004,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2035,89.5134,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2036,89.366,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2037,90.5645,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2038,89.6271,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2039,90.6939,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2040,90.7713,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2041,92.3009,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2042,92.5961,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2043,92.4962,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2044,92.3798,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2045,93.6644,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2046,94.4216,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2047,94.8314,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2048,95.0535,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2049,95.4338,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2050,95.5067,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2051,96.998,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2052,98.289,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2053,98.1543,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2054,96.117,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2055,97.4457,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2056,97.2569,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2057,98.3089,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2058,99.0628,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2059,98.8678,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2060,99.5464,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2061,99.6138,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2062,100.8206,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2063,102.1692,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2064,101.4608,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2065,101.1631,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2066,100.109,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2067,102.9765,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2068,102.2041,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2069,100.6348,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2070,103.4219,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2071,104.9091,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2072,104.4398,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2073,103.9387,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2074,104.6185,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2075,105.5488,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2076,104.8708,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2077,105.8917,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2078,107.3534,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2079,106.5625,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2080,108.0115,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2081,108.0313,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2082,108.5228,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2083,108.3793,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2084,107.9852,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2085,110.281,"Pg/yr"
"CanESM5","ssp245","r7i1p2f1","rh",2086,108.6589,"Pg/yr"
