,variable,experiment,units,frequency,ensemble,model,year,value,land_area
0,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2015,1.3663616e-08,155920870000000.0
1,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2016,1.38950575e-08,155920870000000.0
2,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2017,1.3728825e-08,155920870000000.0
3,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2018,1.4112861e-08,155920870000000.0
4,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2019,1.3906507e-08,155920870000000.0
5,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2020,1.4216525e-08,155920870000000.0
6,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2021,1.4423693e-08,155920870000000.0
7,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2022,1.4390309e-08,155920870000000.0
8,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2023,1.424867e-08,155920870000000.0
9,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2024,1.4225925e-08,155920870000000.0
10,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2025,1.4334653e-08,155920870000000.0
11,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2026,1.4605745e-08,155920870000000.0
12,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2027,1.4643631e-08,155920870000000.0
13,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2028,1.4505248e-08,155920870000000.0
14,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2029,1.437031e-08,155920870000000.0
15,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2030,1.4284558e-08,155920870000000.0
16,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2031,1.4417214e-08,155920870000000.0
17,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2032,1.449397e-08,155920870000000.0
18,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2033,1.4844191e-08,155920870000000.0
19,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2034,1.4384543e-08,155920870000000.0
20,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2035,1.4539886e-08,155920870000000.0
21,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2036,1.4804949e-08,155920870000000.0
22,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2037,1.4990922e-08,155920870000000.0
23,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2038,1.48328025e-08,155920870000000.0
24,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2039,1.4598435e-08,155920870000000.0
25,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2040,1.4821956e-08,155920870000000.0
26,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2041,1.4844264e-08,155920870000000.0
27,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2042,1.5042291e-08,155920870000000.0
28,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2043,1.4981136e-08,155920870000000.0
29,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2044,1.4800496e-08,155920870000000.0
30,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2045,1.496584e-08,155920870000000.0
31,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2046,1.508064e-08,155920870000000.0
32,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2047,1.5318653e-08,155920870000000.0
33,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2048,1.4624721e-08,155920870000000.0
34,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2049,1.5277259e-08,155920870000000.0
35,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2050,1.5201893e-08,155920870000000.0
36,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2051,1.5047766e-08,155920870000000.0
37,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2052,1.509204e-08,155920870000000.0
38,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2053,1.4917322e-08,155920870000000.0
39,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2054,1.492954e-08,155920870000000.0
40,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2055,1.508738e-08,155920870000000.0
41,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2056,1.5299896e-08,155920870000000.0
42,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2057,1.4853955e-08,155920870000000.0
43,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2058,1.5117841e-08,155920870000000.0
44,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2059,1.5206046e-08,155920870000000.0
45,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2060,1.5086918e-08,155920870000000.0
46,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2061,1.4971478e-08,155920870000000.0
47,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2062,1.516687e-08,155920870000000.0
48,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2063,1.5019653e-08,155920870000000.0
49,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2064,1.5236227e-08,155920870000000.0
50,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2065,1.4891853e-08,155920870000000.0
51,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2066,1.5048808e-08,155920870000000.0
52,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2067,1.4786321e-08,155920870000000.0
53,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2068,1.4958138e-08,155920870000000.0
54,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2069,1.4870582e-08,155920870000000.0
55,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2070,1.4736798e-08,155920870000000.0
56,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2071,1.493399e-08,155920870000000.0
57,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2072,1.47406345e-08,155920870000000.0
58,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2073,1.5030949e-08,155920870000000.0
59,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2074,1.48007215e-08,155920870000000.0
60,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2075,1.466173e-08,155920870000000.0
61,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2076,1.517004e-08,155920870000000.0
62,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2077,1.48972035e-08,155920870000000.0
63,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2078,1.4972535e-08,155920870000000.0
64,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2079,1.4867421e-08,155920870000000.0
65,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2080,1.4744569e-08,155920870000000.0
66,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2081,1.4870863e-08,155920870000000.0
67,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2082,1.4899282e-08,155920870000000.0
68,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2083,1.5110624e-08,155920870000000.0
69,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2084,1.4968412e-08,155920870000000.0
70,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2085,1.4664832e-08,155920870000000.0
71,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2086,1.4639035e-08,155920870000000.0
72,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2087,1.4695452e-08,155920870000000.0
73,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2088,1.472421e-08,155920870000000.0
74,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2089,1.4233969e-08,155920870000000.0
75,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2090,1.4331782e-08,155920870000000.0
76,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2091,1.474501e-08,155920870000000.0
77,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2092,1.48188946e-08,155920870000000.0
78,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2093,1.4519812e-08,155920870000000.0
79,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2094,1.4533678e-08,155920870000000.0
80,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2095,1.446777e-08,155920870000000.0
81,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2096,1.4514473e-08,155920870000000.0
82,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2097,1.4648083e-08,155920870000000.0
83,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2098,1.4520961e-08,155920870000000.0
84,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2099,1.4574333e-08,155920870000000.0
85,npp,ssp126,kg m-2 s-1,mon,r9i1p1f2,MIROC-ES2L,2100,1.4463002e-08,155920870000000.0
