,variable,experiment,units,frequency,ensemble,model,year,value,land_area
0,npp,ssp245,kg m-2 s-1,mon,r10i1p1f1,MPI-ESM1-2-LR,2015,5.702706e-09,147102100000000.0
1,npp,ssp245,kg m-2 s-1,mon,r10i1p1f1,MPI-ESM1-2-LR,2016,5.576673e-09,147102100000000.0
2,npp,ssp245,kg m-2 s-1,mon,r10i1p1f1,MPI-ESM1-2-LR,2017,5.6015543e-09,147102100000000.0
3,npp,ssp245,kg m-2 s-1,mon,r10i1p1f1,MPI-ESM1-2-LR,2018,5.7316183e-09,147102100000000.0
4,npp,ssp245,kg m-2 s-1,mon,r10i1p1f1,MPI-ESM1-2-LR,2019,5.6608003e-09,147102100000000.0
5,npp,ssp245,kg m-2 s-1,mon,r10i1p1f1,MPI-ESM1-2-LR,2020,5.815489e-09,147102100000000.0
6,npp,ssp245,kg m-2 s-1,mon,r10i1p1f1,MPI-ESM1-2-LR,2021,5.59777e-09,147102100000000.0
7,npp,ssp245,kg m-2 s-1,mon,r10i1p1f1,MPI-ESM1-2-LR,2022,5.545488e-09,147102100000000.0
8,npp,ssp245,kg m-2 s-1,mon,r10i1p1f1,MPI-ESM1-2-LR,2023,5.8661827e-09,147102100000000.0
9,npp,ssp245,kg m-2 s-1,mon,r10i1p1f1,MPI-ESM1-2-LR,2024,5.705893e-09,147102100000000.0
10,npp,ssp245,kg m-2 s-1,mon,r10i1p1f1,MPI-ESM1-2-LR,2025,5.7593597e-09,147102100000000.0
11,npp,ssp245,kg m-2 s-1,mon,r10i1p1f1,MPI-ESM1-2-LR,2026,5.8476473e-09,147102100000000.0
12,npp,ssp245,kg m-2 s-1,mon,r10i1p1f1,MPI-ESM1-2-LR,2027,5.805864e-09,147102100000000.0
13,npp,ssp245,kg m-2 s-1,mon,r10i1p1f1,MPI-ESM1-2-LR,2028,5.776498e-09,147102100000000.0
14,npp,ssp245,kg m-2 s-1,mon,r10i1p1f1,MPI-ESM1-2-LR,2029,5.964368e-09,147102100000000.0
