,variable,experiment,units,frequency,ensemble,model,year,value,land_area
0,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1850,1.2890003e-08,146817270000000.0
1,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1851,1.3606414e-08,146817270000000.0
2,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1852,1.3550589e-08,146817270000000.0
3,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1853,1.3401046e-08,146817270000000.0
4,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1854,1.3122649e-08,146817270000000.0
5,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1855,1.3167436e-08,146817270000000.0
6,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1856,1.3249685e-08,146817270000000.0
7,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1857,1.3321549e-08,146817270000000.0
8,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1858,1.3664477e-08,146817270000000.0
9,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1859,1.3667273e-08,146817270000000.0
10,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1860,1.3368344e-08,146817270000000.0
11,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1861,1.339054e-08,146817270000000.0
12,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1862,1.3473886e-08,146817270000000.0
13,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1863,1.3173273e-08,146817270000000.0
14,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1864,1.3370347e-08,146817270000000.0
15,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1865,1.3317351e-08,146817270000000.0
16,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1866,1.3526724e-08,146817270000000.0
17,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1867,1.3142402e-08,146817270000000.0
18,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1868,1.2797664e-08,146817270000000.0
19,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1869,1.3244208e-08,146817270000000.0
20,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1870,1.3570273e-08,146817270000000.0
21,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1871,1.324801e-08,146817270000000.0
22,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1872,1.3228312e-08,146817270000000.0
23,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1873,1.39269005e-08,146817270000000.0
24,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1874,1.3652646e-08,146817270000000.0
25,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1875,1.354594e-08,146817270000000.0
26,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1876,1.3172933e-08,146817270000000.0
27,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1877,1.3610226e-08,146817270000000.0
28,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1878,1.3472651e-08,146817270000000.0
29,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1879,1.3697588e-08,146817270000000.0
30,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1880,1.3887187e-08,146817270000000.0
31,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1881,1.3675442e-08,146817270000000.0
32,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1882,1.3441422e-08,146817270000000.0
33,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1883,1.369096e-08,146817270000000.0
34,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1884,1.36089255e-08,146817270000000.0
35,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1885,1.348705e-08,146817270000000.0
36,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1886,1.3357588e-08,146817270000000.0
37,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1887,1.3693884e-08,146817270000000.0
38,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1888,1.3893305e-08,146817270000000.0
39,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1889,1.3728751e-08,146817270000000.0
40,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1890,1.3905687e-08,146817270000000.0
41,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1891,1.3726209e-08,146817270000000.0
42,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1892,1.3237524e-08,146817270000000.0
43,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1893,1.3709616e-08,146817270000000.0
44,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1894,1.4022134e-08,146817270000000.0
45,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1895,1.4194775e-08,146817270000000.0
46,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1896,1.39679805e-08,146817270000000.0
47,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1897,1.3782294e-08,146817270000000.0
48,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1898,1.38188305e-08,146817270000000.0
49,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1899,1.3920643e-08,146817270000000.0
50,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1900,1.416358e-08,146817270000000.0
51,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1901,1.4169125e-08,146817270000000.0
52,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1902,1.3642886e-08,146817270000000.0
53,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1903,1.3642315e-08,146817270000000.0
54,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1904,1.3794781e-08,146817270000000.0
55,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1905,1.3691188e-08,146817270000000.0
56,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1906,1.4051287e-08,146817270000000.0
57,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1907,1.4130513e-08,146817270000000.0
58,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1908,1.4288118e-08,146817270000000.0
59,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1909,1.4218457e-08,146817270000000.0
60,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1910,1.402105e-08,146817270000000.0
61,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1911,1.4212838e-08,146817270000000.0
62,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1912,1.3902465e-08,146817270000000.0
63,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1913,1.3909793e-08,146817270000000.0
64,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1914,1.3896298e-08,146817270000000.0
65,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1915,1.4137523e-08,146817270000000.0
66,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1916,1.3934667e-08,146817270000000.0
67,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1917,1.3598389e-08,146817270000000.0
68,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1918,1.3976916e-08,146817270000000.0
69,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1919,1.4501443e-08,146817270000000.0
70,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1920,1.4054977e-08,146817270000000.0
71,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1921,1.4004563e-08,146817270000000.0
72,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1922,1.4127774e-08,146817270000000.0
73,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1923,1.4692965e-08,146817270000000.0
74,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1924,1.4488935e-08,146817270000000.0
75,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1925,1.41765675e-08,146817270000000.0
76,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1926,1.4261823e-08,146817270000000.0
77,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1927,1.4478541e-08,146817270000000.0
78,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1928,1.4365042e-08,146817270000000.0
79,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1929,1.4216511e-08,146817270000000.0
80,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1930,1.4201113e-08,146817270000000.0
81,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1931,1.4318165e-08,146817270000000.0
82,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1932,1.4535902e-08,146817270000000.0
83,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1933,1.4618345e-08,146817270000000.0
84,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1934,1.4258588e-08,146817270000000.0
85,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1935,1.4378151e-08,146817270000000.0
86,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1936,1.4166658e-08,146817270000000.0
87,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1937,1.4720569e-08,146817270000000.0
88,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1938,1.4461743e-08,146817270000000.0
89,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1939,1.4565679e-08,146817270000000.0
90,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1940,1.473981e-08,146817270000000.0
91,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1941,1.5234894e-08,146817270000000.0
92,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1942,1.4764059e-08,146817270000000.0
93,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1943,1.4974697e-08,146817270000000.0
94,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1944,1.4727008e-08,146817270000000.0
95,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1945,1.4384047e-08,146817270000000.0
96,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1946,1.4355077e-08,146817270000000.0
97,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1947,1.4934866e-08,146817270000000.0
98,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1948,1.5070958e-08,146817270000000.0
99,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1949,1.4793724e-08,146817270000000.0
100,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1950,1.5084254e-08,146817270000000.0
101,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1951,1.5039356e-08,146817270000000.0
102,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1952,1.48143e-08,146817270000000.0
103,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1953,1.478292e-08,146817270000000.0
104,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1954,1.5155017e-08,146817270000000.0
105,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1955,1.5165242e-08,146817270000000.0
106,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1956,1.5176491e-08,146817270000000.0
107,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1957,1.5132972e-08,146817270000000.0
108,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1958,1.507682e-08,146817270000000.0
109,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1959,1.5328018e-08,146817270000000.0
110,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1960,1.5104767e-08,146817270000000.0
111,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1961,1.527768e-08,146817270000000.0
112,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1962,1.5055328e-08,146817270000000.0
113,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1963,1.5139646e-08,146817270000000.0
114,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1964,1.5231857e-08,146817270000000.0
115,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1965,1.506177e-08,146817270000000.0
116,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1966,1.5520923e-08,146817270000000.0
117,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1967,1.5111977e-08,146817270000000.0
118,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1968,1.5000131e-08,146817270000000.0
119,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1969,1.540656e-08,146817270000000.0
120,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1970,1.5433484e-08,146817270000000.0
121,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1971,1.517391e-08,146817270000000.0
122,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1972,1.5213226e-08,146817270000000.0
123,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1973,1.538765e-08,146817270000000.0
124,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1974,1.5782147e-08,146817270000000.0
125,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1975,1.563884e-08,146817270000000.0
126,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1976,1.5330196e-08,146817270000000.0
127,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1977,1.5626087e-08,146817270000000.0
128,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1978,1.5589594e-08,146817270000000.0
129,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1979,1.5536934e-08,146817270000000.0
130,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1980,1.5475694e-08,146817270000000.0
131,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1981,1.521949e-08,146817270000000.0
132,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1982,1.5526638e-08,146817270000000.0
133,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1983,1.5789619e-08,146817270000000.0
134,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1984,1.5524963e-08,146817270000000.0
135,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1985,1.6021636e-08,146817270000000.0
136,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1986,1.614225e-08,146817270000000.0
137,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1987,1.6134146e-08,146817270000000.0
138,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1988,1.6369542e-08,146817270000000.0
139,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1989,1.6439717e-08,146817270000000.0
140,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1990,1.6290892e-08,146817270000000.0
141,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1991,1.6458387e-08,146817270000000.0
142,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1992,1.546969e-08,146817270000000.0
143,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1993,1.6037967e-08,146817270000000.0
144,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1994,1.66168e-08,146817270000000.0
145,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1995,1.6921307e-08,146817270000000.0
146,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1996,1.6687531e-08,146817270000000.0
147,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1997,1.6686743e-08,146817270000000.0
148,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1998,1.6287593e-08,146817270000000.0
149,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,1999,1.6266336e-08,146817270000000.0
150,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,2000,1.7313821e-08,146817270000000.0
151,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,2001,1.7429393e-08,146817270000000.0
152,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,2002,1.687332e-08,146817270000000.0
153,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,2003,1.7194024e-08,146817270000000.0
154,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,2004,1.7104789e-08,146817270000000.0
155,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,2005,1.6152494e-08,146817270000000.0
156,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,2006,1.7564238e-08,146817270000000.0
157,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,2007,1.7976733e-08,146817270000000.0
158,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,2008,1.7519211e-08,146817270000000.0
159,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,2009,1.7331054e-08,146817270000000.0
160,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,2010,1.7290706e-08,146817270000000.0
161,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,2011,1.6596326e-08,146817270000000.0
162,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,2012,1.7620552e-08,146817270000000.0
163,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,2013,1.7464364e-08,146817270000000.0
164,npp,historical,kg m-2 s-1,mon,r11i1p2f1,CanESM5,2014,1.7988027e-08,146817270000000.0
