,variable,experiment,units,frequency,ensemble,model,year,value,land_area
0,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1850,8.404013e-09,146545360000000.0
1,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1851,8.532493e-09,146545360000000.0
2,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1852,8.715078e-09,146545360000000.0
3,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1853,8.621167e-09,146545360000000.0
4,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1854,8.322119e-09,146545360000000.0
5,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1855,8.429555e-09,146545360000000.0
6,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1856,8.541445e-09,146545360000000.0
7,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1857,8.576316e-09,146545360000000.0
8,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1858,8.483406e-09,146545360000000.0
9,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1859,8.532919e-09,146545360000000.0
10,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1860,8.455317e-09,146545360000000.0
11,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1861,8.643238e-09,146545360000000.0
12,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1862,8.564634e-09,146545360000000.0
13,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1863,8.502817e-09,146545360000000.0
14,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1864,8.7341e-09,146545360000000.0
15,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1865,8.305665e-09,146545360000000.0
16,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1866,8.530482e-09,146545360000000.0
17,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1867,8.4256655e-09,146545360000000.0
18,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1868,8.265866e-09,146545360000000.0
19,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1869,8.245121e-09,146545360000000.0
20,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1870,8.858269e-09,146545360000000.0
21,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1871,8.722268e-09,146545360000000.0
22,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1872,8.324289e-09,146545360000000.0
23,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1873,8.662236e-09,146545360000000.0
24,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1874,8.781145e-09,146545360000000.0
25,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1875,8.62297e-09,146545360000000.0
26,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1876,8.760853e-09,146545360000000.0
27,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1877,8.3507095e-09,146545360000000.0
28,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1878,8.249484e-09,146545360000000.0
29,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1879,8.611347e-09,146545360000000.0
30,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1880,8.838719e-09,146545360000000.0
31,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1881,8.682854e-09,146545360000000.0
32,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1882,8.593836e-09,146545360000000.0
33,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1883,8.6022895e-09,146545360000000.0
34,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1884,8.3354275e-09,146545360000000.0
35,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1885,8.530196e-09,146545360000000.0
36,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1886,8.962272e-09,146545360000000.0
37,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1887,8.710711e-09,146545360000000.0
38,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1888,8.5748875e-09,146545360000000.0
39,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1889,8.619583e-09,146545360000000.0
40,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1890,8.701836e-09,146545360000000.0
41,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1891,8.380033e-09,146545360000000.0
42,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1892,8.445439e-09,146545360000000.0
43,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1893,8.666752e-09,146545360000000.0
44,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1894,8.707481e-09,146545360000000.0
45,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1895,8.822144e-09,146545360000000.0
46,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1896,8.748836e-09,146545360000000.0
47,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1897,8.704738e-09,146545360000000.0
48,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1898,8.803499e-09,146545360000000.0
49,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1899,8.822038e-09,146545360000000.0
50,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1900,8.481079e-09,146545360000000.0
51,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1901,8.945025e-09,146545360000000.0
52,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1902,8.610427e-09,146545360000000.0
53,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1903,8.568992e-09,146545360000000.0
54,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1904,8.841835e-09,146545360000000.0
55,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1905,8.782727e-09,146545360000000.0
56,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1906,8.80691e-09,146545360000000.0
57,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1907,8.9192564e-09,146545360000000.0
58,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1908,8.796246e-09,146545360000000.0
59,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1909,8.8341965e-09,146545360000000.0
60,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1910,8.858163e-09,146545360000000.0
61,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1911,8.974384e-09,146545360000000.0
62,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1912,8.556772e-09,146545360000000.0
63,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1913,9.015499e-09,146545360000000.0
64,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1914,8.954796e-09,146545360000000.0
65,npp,historical,kg m-2 s-1,mon,r13i1p1f1,IPSL-CM6A-LR,1915,8.81565e-09,146545360000000.0
