,variable,experiment,units,frequency,ensemble,model,year,value,land_area
0,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2015,1.76312e-08,146817270000000.0
1,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2016,1.7466219e-08,146817270000000.0
2,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2017,1.8693115e-08,146817270000000.0
3,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2018,1.8710656e-08,146817270000000.0
4,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2019,1.8472383e-08,146817270000000.0
5,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2020,1.8147972e-08,146817270000000.0
6,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2021,1.8398953e-08,146817270000000.0
7,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2022,1.9084558e-08,146817270000000.0
8,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2023,1.9047876e-08,146817270000000.0
9,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2024,1.8863004e-08,146817270000000.0
10,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2025,1.9147464e-08,146817270000000.0
11,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2026,1.9515374e-08,146817270000000.0
12,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2027,1.9299685e-08,146817270000000.0
13,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2028,1.892871e-08,146817270000000.0
14,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2029,1.932519e-08,146817270000000.0
15,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2030,1.9687667e-08,146817270000000.0
16,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2031,1.9158898e-08,146817270000000.0
17,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2032,1.9569312e-08,146817270000000.0
18,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2033,1.9736325e-08,146817270000000.0
19,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2034,2.004201e-08,146817270000000.0
20,npp,ssp126,kg m-2 s-1,mon,r14i1p1f1,CanESM5,2035,1.9833006e-08,146817270000000.0
