,variable,experiment,units,frequency,ensemble,model,year,value,land_area
0,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2015,2.4247024e-08,148579500000000.0
1,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2016,2.461701e-08,148579500000000.0
2,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2017,2.4426434e-08,148579500000000.0
3,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2018,2.49478e-08,148579500000000.0
4,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2019,2.4651866e-08,148579500000000.0
5,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2020,2.4942173e-08,148579500000000.0
6,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2021,2.502115e-08,148579500000000.0
7,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2022,2.5020798e-08,148579500000000.0
8,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2023,2.4951857e-08,148579500000000.0
9,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2024,2.5250102e-08,148579500000000.0
10,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2025,2.5770099e-08,148579500000000.0
11,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2026,2.5580468e-08,148579500000000.0
12,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2027,2.6092174e-08,148579500000000.0
13,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2028,2.5097478e-08,148579500000000.0
14,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2029,2.5759183e-08,148579500000000.0
15,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2030,2.6541207e-08,148579500000000.0
16,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2031,2.6720587e-08,148579500000000.0
17,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2032,2.6545463e-08,148579500000000.0
18,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2033,2.6150502e-08,148579500000000.0
19,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2034,2.6055126e-08,148579500000000.0
20,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2035,2.6519773e-08,148579500000000.0
21,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2036,2.6409984e-08,148579500000000.0
22,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2037,2.7099462e-08,148579500000000.0
23,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2038,2.6741334e-08,148579500000000.0
24,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2039,2.6643399e-08,148579500000000.0
25,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2040,2.7362583e-08,148579500000000.0
26,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2041,2.7146697e-08,148579500000000.0
27,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2042,2.7304523e-08,148579500000000.0
28,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2043,2.7451172e-08,148579500000000.0
29,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2044,2.6911048e-08,148579500000000.0
30,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2045,2.81825e-08,148579500000000.0
31,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2046,2.7556348e-08,148579500000000.0
32,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-CM6-1,2047,2.759279e-08,148579500000000.0
