,variable,experiment,units,frequency,ensemble,model,year,value,land_area
0,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1850,1.2662973e-08,146994670000000.0
1,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1851,1.2602871e-08,146994670000000.0
2,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1852,1.2921252e-08,146994670000000.0
3,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1853,1.302325e-08,146994670000000.0
4,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1854,1.2503971e-08,146994670000000.0
5,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1855,1.2560569e-08,146994670000000.0
6,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1856,1.2849441e-08,146994670000000.0
7,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1857,1.2949552e-08,146994670000000.0
8,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1858,1.2810797e-08,146994670000000.0
9,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1859,1.263263e-08,146994670000000.0
10,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1860,1.2828903e-08,146994670000000.0
11,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1861,1.26179875e-08,146994670000000.0
12,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1862,1.2691747e-08,146994670000000.0
13,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1863,1.2980601e-08,146994670000000.0
14,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1864,1.3153605e-08,146994670000000.0
15,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1865,1.2579455e-08,146994670000000.0
16,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1866,1.268333e-08,146994670000000.0
17,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1867,1.2972108e-08,146994670000000.0
18,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1868,1.2819636e-08,146994670000000.0
19,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1869,1.2319982e-08,146994670000000.0
20,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1870,1.3019968e-08,146994670000000.0
21,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1871,1.2731708e-08,146994670000000.0
22,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1872,1.2728054e-08,146994670000000.0
23,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1873,1.269131e-08,146994670000000.0
24,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1874,1.2642945e-08,146994670000000.0
25,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1875,1.2867935e-08,146994670000000.0
26,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1876,1.3009814e-08,146994670000000.0
27,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1877,1.29758755e-08,146994670000000.0
28,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1878,1.2532755e-08,146994670000000.0
29,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1879,1.3148964e-08,146994670000000.0
30,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1880,1.30326585e-08,146994670000000.0
31,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1881,1.3083333e-08,146994670000000.0
32,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1882,1.3383901e-08,146994670000000.0
33,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1883,1.286189e-08,146994670000000.0
34,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1884,1.2730534e-08,146994670000000.0
35,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1885,1.2562431e-08,146994670000000.0
36,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1886,1.3154128e-08,146994670000000.0
37,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1887,1.2705134e-08,146994670000000.0
38,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1888,1.3061842e-08,146994670000000.0
39,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1889,1.2946334e-08,146994670000000.0
40,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1890,1.3032273e-08,146994670000000.0
41,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1891,1.2814135e-08,146994670000000.0
42,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1892,1.3545452e-08,146994670000000.0
43,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1893,1.3074087e-08,146994670000000.0
44,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1894,1.2686237e-08,146994670000000.0
45,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1895,1.2992591e-08,146994670000000.0
46,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1896,1.2375686e-08,146994670000000.0
47,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1897,1.30985525e-08,146994670000000.0
48,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1898,1.2981023e-08,146994670000000.0
49,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1899,1.2928207e-08,146994670000000.0
50,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1900,1.2817605e-08,146994670000000.0
51,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1901,1.2613982e-08,146994670000000.0
52,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1902,1.271091e-08,146994670000000.0
53,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1903,1.274607e-08,146994670000000.0
54,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1904,1.2690559e-08,146994670000000.0
55,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1905,1.2811809e-08,146994670000000.0
56,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1906,1.2633169e-08,146994670000000.0
57,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1907,1.3015474e-08,146994670000000.0
58,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1908,1.331627e-08,146994670000000.0
59,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1909,1.3416244e-08,146994670000000.0
60,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1910,1.3104839e-08,146994670000000.0
61,npp,historical,kg m-2 s-1,mon,r16i1p1f2,UKESM1-0-LL,1911,1.2759759e-08,146994670000000.0
