,variable,experiment,units,frequency,ensemble,model,year,value,land_area
0,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2015,1.7758426e-08,146817270000000.0
1,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2016,1.760279e-08,146817270000000.0
2,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2017,1.8330145e-08,146817270000000.0
3,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2018,1.8423888e-08,146817270000000.0
4,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2019,1.8994683e-08,146817270000000.0
5,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2020,1.8905082e-08,146817270000000.0
6,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2021,1.8484048e-08,146817270000000.0
7,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2022,1.9114767e-08,146817270000000.0
8,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2023,1.8745977e-08,146817270000000.0
9,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2024,1.8822526e-08,146817270000000.0
10,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2025,1.9056626e-08,146817270000000.0
11,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2026,1.9376012e-08,146817270000000.0
12,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2027,1.9170235e-08,146817270000000.0
13,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2028,1.9403956e-08,146817270000000.0
14,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2029,2.027008e-08,146817270000000.0
15,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2030,1.9857332e-08,146817270000000.0
16,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2031,2.0055664e-08,146817270000000.0
17,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2032,1.9830404e-08,146817270000000.0
18,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2033,2.0311715e-08,146817270000000.0
19,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2034,2.0869885e-08,146817270000000.0
20,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2035,2.0542677e-08,146817270000000.0
21,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2036,2.0824048e-08,146817270000000.0
22,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2037,2.1623434e-08,146817270000000.0
23,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2038,2.1964263e-08,146817270000000.0
24,npp,ssp585,kg m-2 s-1,mon,r3i1p2f1,CanESM5-CanOE,2039,2.1736902e-08,146817270000000.0
