,variable,experiment,units,frequency,ensemble,model,year,value,land_area
0,npp,ssp585,kg m-2 s-1,mon,r3i1p1f1,ACCESS-ESM1-5,2015,1.0925692e-08,148661430000000.0
1,npp,ssp585,kg m-2 s-1,mon,r3i1p1f1,ACCESS-ESM1-5,2016,1.0753095e-08,148661430000000.0
2,npp,ssp585,kg m-2 s-1,mon,r3i1p1f1,ACCESS-ESM1-5,2017,1.1018185e-08,148661430000000.0
3,npp,ssp585,kg m-2 s-1,mon,r3i1p1f1,ACCESS-ESM1-5,2018,1.1245741e-08,148661430000000.0
4,npp,ssp585,kg m-2 s-1,mon,r3i1p1f1,ACCESS-ESM1-5,2019,1.0850506e-08,148661430000000.0
5,npp,ssp585,kg m-2 s-1,mon,r3i1p1f1,ACCESS-ESM1-5,2020,1.09244445e-08,148661430000000.0
6,npp,ssp585,kg m-2 s-1,mon,r3i1p1f1,ACCESS-ESM1-5,2021,1.1085696e-08,148661430000000.0
7,npp,ssp585,kg m-2 s-1,mon,r3i1p1f1,ACCESS-ESM1-5,2022,1.0991346e-08,148661430000000.0
8,npp,ssp585,kg m-2 s-1,mon,r3i1p1f1,ACCESS-ESM1-5,2023,1.1184356e-08,148661430000000.0
9,npp,ssp585,kg m-2 s-1,mon,r3i1p1f1,ACCESS-ESM1-5,2024,1.1168667e-08,148661430000000.0
10,npp,ssp585,kg m-2 s-1,mon,r3i1p1f1,ACCESS-ESM1-5,2025,1.1249038e-08,148661430000000.0
11,npp,ssp585,kg m-2 s-1,mon,r3i1p1f1,ACCESS-ESM1-5,2026,1.1104393e-08,148661430000000.0
12,npp,ssp585,kg m-2 s-1,mon,r3i1p1f1,ACCESS-ESM1-5,2027,1.1168179e-08,148661430000000.0
13,npp,ssp585,kg m-2 s-1,mon,r3i1p1f1,ACCESS-ESM1-5,2028,1.1188821e-08,148661430000000.0
14,npp,ssp585,kg m-2 s-1,mon,r3i1p1f1,ACCESS-ESM1-5,2029,1.10913945e-08,148661430000000.0
15,npp,ssp585,kg m-2 s-1,mon,r3i1p1f1,ACCESS-ESM1-5,2030,1.1124807e-08,148661430000000.0
16,npp,ssp585,kg m-2 s-1,mon,r3i1p1f1,ACCESS-ESM1-5,2031,1.1531415e-08,148661430000000.0
17,npp,ssp585,kg m-2 s-1,mon,r3i1p1f1,ACCESS-ESM1-5,2032,1.1460187e-08,148661430000000.0
18,npp,ssp585,kg m-2 s-1,mon,r3i1p1f1,ACCESS-ESM1-5,2033,1.0920132e-08,148661430000000.0
