,variable,experiment,units,frequency,ensemble,model,year,value,land_area
0,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2015,1.07997655e-08,148979250000000.0
1,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2016,1.0986086e-08,148979250000000.0
2,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2017,1.1453171e-08,148979250000000.0
3,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2018,1.10895755e-08,148979250000000.0
4,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2019,1.1069478e-08,148979250000000.0
5,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2020,1.1313663e-08,148979250000000.0
6,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2021,1.1317296e-08,148979250000000.0
7,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2022,1.1629605e-08,148979250000000.0
8,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2023,1.1830783e-08,148979250000000.0
9,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2024,1.1607395e-08,148979250000000.0
10,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2025,1.1058585e-08,148979250000000.0
11,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2026,1.13936585e-08,148979250000000.0
12,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2027,1.1815925e-08,148979250000000.0
13,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2028,1.1865917e-08,148979250000000.0
14,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2029,1.1443997e-08,148979250000000.0
15,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2030,1.1441801e-08,148979250000000.0
16,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2031,1.1756682e-08,148979250000000.0
17,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2032,1.1966052e-08,148979250000000.0
18,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2033,1.2199258e-08,148979250000000.0
19,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2034,1.1937324e-08,148979250000000.0
20,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2035,1.1805305e-08,148979250000000.0
21,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2036,1.24633805e-08,148979250000000.0
22,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2037,1.2194595e-08,148979250000000.0
23,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2038,1.1547287e-08,148979250000000.0
24,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2039,1.23658594e-08,148979250000000.0
25,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2040,1.2736102e-08,148979250000000.0
26,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2041,1.2481707e-08,148979250000000.0
27,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2042,1.1868399e-08,148979250000000.0
28,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2043,1.28533495e-08,148979250000000.0
29,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2044,1.3161846e-08,148979250000000.0
30,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2045,1.3006762e-08,148979250000000.0
31,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2046,1.2419925e-08,148979250000000.0
32,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2047,1.2116236e-08,148979250000000.0
33,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2048,1.2532701e-08,148979250000000.0
34,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2049,1.27689175e-08,148979250000000.0
35,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2050,1.2827165e-08,148979250000000.0
36,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2051,1.2493452e-08,148979250000000.0
37,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2052,1.2898416e-08,148979250000000.0
38,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2053,1.3529829e-08,148979250000000.0
39,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2054,1.3065338e-08,148979250000000.0
40,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2055,1.3046098e-08,148979250000000.0
41,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2056,1.327401e-08,148979250000000.0
42,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2057,1.31096485e-08,148979250000000.0
43,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2058,1.3148647e-08,148979250000000.0
44,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2059,1.3597538e-08,148979250000000.0
45,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2060,1.3673912e-08,148979250000000.0
46,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2061,1.3136823e-08,148979250000000.0
47,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2062,1.2922411e-08,148979250000000.0
48,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2063,1.3545891e-08,148979250000000.0
49,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2064,1.3568442e-08,148979250000000.0
50,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2065,1.3374638e-08,148979250000000.0
51,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2066,1.3823624e-08,148979250000000.0
52,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2067,1.3839873e-08,148979250000000.0
53,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2068,1.3628654e-08,148979250000000.0
54,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2069,1.3649779e-08,148979250000000.0
55,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2070,1.4001294e-08,148979250000000.0
56,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2071,1.4087722e-08,148979250000000.0
57,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2072,1.3649725e-08,148979250000000.0
58,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2073,1.3363475e-08,148979250000000.0
59,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2074,1.4221872e-08,148979250000000.0
60,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2075,1.43174885e-08,148979250000000.0
61,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2076,1.4273163e-08,148979250000000.0
62,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2077,1.3747258e-08,148979250000000.0
63,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2078,1.3541347e-08,148979250000000.0
64,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2079,1.3886955e-08,148979250000000.0
65,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2080,1.42022545e-08,148979250000000.0
66,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2081,1.4226857e-08,148979250000000.0
67,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2082,1.40148915e-08,148979250000000.0
68,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2083,1.402485e-08,148979250000000.0
69,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2084,1.4369203e-08,148979250000000.0
70,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2085,1.40635e-08,148979250000000.0
71,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2086,1.3765937e-08,148979250000000.0
72,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2087,1.3892449e-08,148979250000000.0
73,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2088,1.4275426e-08,148979250000000.0
74,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2089,1.4393812e-08,148979250000000.0
75,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2090,1.4311024e-08,148979250000000.0
76,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2091,1.39136e-08,148979250000000.0
77,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2092,1.40322785e-08,148979250000000.0
78,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2093,1.41205225e-08,148979250000000.0
79,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2094,1.4644631e-08,148979250000000.0
80,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2095,1.4173918e-08,148979250000000.0
81,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2096,1.4365225e-08,148979250000000.0
82,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2097,1.4609152e-08,148979250000000.0
83,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2098,1.4582551e-08,148979250000000.0
84,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2099,1.42088945e-08,148979250000000.0
85,npp,ssp245,kg m-2 s-1,mon,r5i1p3f1,GISS-E2-1-G,2100,1.4329632e-08,148979250000000.0
