,variable,experiment,units,frequency,ensemble,model,year,value,land_area
0,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2015,1.0636292e-08,148579500000000.0
1,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2016,1.1132488e-08,148579500000000.0
2,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2017,1.0982394e-08,148579500000000.0
3,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2018,1.1080886e-08,148579500000000.0
4,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2019,1.1064487e-08,148579500000000.0
5,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2020,1.07308535e-08,148579500000000.0
6,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2021,1.07243805e-08,148579500000000.0
7,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2022,1.1265112e-08,148579500000000.0
8,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2023,1.0729521e-08,148579500000000.0
9,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2024,1.1129416e-08,148579500000000.0
10,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2025,1.08807825e-08,148579500000000.0
11,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2026,1.0689764e-08,148579500000000.0
12,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2027,1.1050186e-08,148579500000000.0
13,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2028,1.0878485e-08,148579500000000.0
14,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2029,1.1288287e-08,148579500000000.0
15,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2030,1.0921247e-08,148579500000000.0
16,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2031,1.12706475e-08,148579500000000.0
17,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2032,1.1402101e-08,148579500000000.0
18,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2033,1.1703595e-08,148579500000000.0
19,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2034,1.112177e-08,148579500000000.0
20,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2035,1.1657453e-08,148579500000000.0
21,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2036,1.1613133e-08,148579500000000.0
22,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2037,1.1412955e-08,148579500000000.0
23,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2038,1.104447e-08,148579500000000.0
24,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2039,1.15629355e-08,148579500000000.0
25,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2040,1.1311193e-08,148579500000000.0
26,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2041,1.0904358e-08,148579500000000.0
27,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2042,1.0973171e-08,148579500000000.0
28,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2043,1.1566891e-08,148579500000000.0
29,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2044,1.13225225e-08,148579500000000.0
30,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2045,1.1211262e-08,148579500000000.0
31,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2046,1.183621e-08,148579500000000.0
32,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2047,1.1496545e-08,148579500000000.0
33,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2048,1.1740905e-08,148579500000000.0
34,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2049,1.1867261e-08,148579500000000.0
35,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2050,1.17816255e-08,148579500000000.0
36,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2051,1.2057909e-08,148579500000000.0
37,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2052,1.17676455e-08,148579500000000.0
38,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2053,1.1774804e-08,148579500000000.0
39,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2054,1.1294193e-08,148579500000000.0
40,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2055,1.19330545e-08,148579500000000.0
41,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2056,1.1788649e-08,148579500000000.0
42,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2057,1.1559924e-08,148579500000000.0
43,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2058,1.1856913e-08,148579500000000.0
44,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2059,1.2114012e-08,148579500000000.0
45,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2060,1.188926e-08,148579500000000.0
46,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2061,1.2103609e-08,148579500000000.0
47,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2062,1.2507907e-08,148579500000000.0
48,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2063,1.1935899e-08,148579500000000.0
49,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2064,1.1870589e-08,148579500000000.0
50,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2065,1.184871e-08,148579500000000.0
51,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2066,1.1640306e-08,148579500000000.0
52,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2067,1.1488793e-08,148579500000000.0
53,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2068,1.2024124e-08,148579500000000.0
54,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2069,1.1669013e-08,148579500000000.0
55,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2070,1.26991795e-08,148579500000000.0
56,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2071,1.2114185e-08,148579500000000.0
57,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2072,1.1997866e-08,148579500000000.0
58,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2073,1.2531544e-08,148579500000000.0
59,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2074,1.2259356e-08,148579500000000.0
60,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2075,1.233347e-08,148579500000000.0
61,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2076,1.2469324e-08,148579500000000.0
62,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2077,1.2166967e-08,148579500000000.0
63,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2078,1.2089804e-08,148579500000000.0
64,npp,ssp245,kg m-2 s-1,mon,r3i1p1f2,CNRM-ESM2-1,2079,1.1933694e-08,148579500000000.0
