"variable","experiment","units","ensemble","model","year","area","value"
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1878,"global",17.7285961666667
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1879,"global",17.7237784166667
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1880,"global",17.7798326666667
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1881,"global",17.7849243333333
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1882,"global",17.6547745
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1883,"global",17.66191825
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1884,"global",17.6129363333333
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1885,"global",17.6580673333333
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1886,"global",17.68789725
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1887,"global",17.6920393333333
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1888,"global",17.7128973333333
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1889,"global",17.73311575
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1890,"global",17.6298880833333
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1891,"global",17.7254570833333
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1892,"global",17.738257
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1893,"global",17.7062329166667
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1894,"global",17.7295408333333
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1895,"global",17.71261175
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1896,"global",17.64010825
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1897,"global",17.7091124166667
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1898,"global",17.7302328333333
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1899,"global",17.6890170833333
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1900,"global",17.6711995
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1850,"global",18.0755911666667
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1851,"global",18.05734575
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1852,"global",18.0632488333333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1853,"global",17.9853399166667
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1854,"global",17.9729344166667
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1855,"global",18.1109940833333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1856,"global",18.1832233333333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1857,"global",18.1099993333333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1858,"global",17.97734925
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1859,"global",18.0456359166667
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1860,"global",18.2200471666667
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1861,"global",18.2169753333333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1862,"global",18.038154
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1863,"global",18.0046296666667
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1864,"global",18.0448245833333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1865,"global",18.1244825833333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1866,"global",18.1879585
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1867,"global",18.18185025
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1868,"global",18.13393525
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1869,"global",18.178266
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1870,"global",18.1845185
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1871,"global",18.1923866666667
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1872,"global",18.15453525
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1873,"global",18.0183833333333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1874,"global",18.1206075833333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1875,"global",18.3716008333333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1876,"global",18.3606899166667
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1877,"global",18.12382075
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1878,"global",18.0968835833333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1879,"global",18.1292623333333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1880,"global",18.2144494166667
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1881,"global",18.3380493333333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1882,"global",18.2486308333333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1883,"global",18.0599479166667
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1884,"global",17.9307348333333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1885,"global",18.0307958333333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1886,"global",18.046914
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1887,"global",17.95508475
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1888,"global",18.0584533333333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1889,"global",18.1243245
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1890,"global",18.2061846666667
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1891,"global",18.2357023333333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1892,"global",18.24439225
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1893,"global",18.2664956666667
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1894,"global",18.3065661666667
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1895,"global",18.29333725
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1896,"global",18.2047509166667
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1897,"global",18.1545301666667
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1898,"global",18.2240670833333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1899,"global",18.2401465833333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1900,"global",18.233713
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1850,"global",18.575228
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1851,"global",18.6380391666667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1852,"global",18.69459775
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1853,"global",18.6851284166667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1854,"global",18.6222721666667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1855,"global",18.66341675
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1856,"global",18.6253526666667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1857,"global",18.5691949166667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1858,"global",18.6611738333333
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1859,"global",18.6080121666667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1860,"global",18.5649250833333
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1861,"global",18.6256288333333
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1862,"global",18.6325598333333
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1863,"global",18.5700025833333
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1864,"global",18.6748835
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1865,"global",18.6396601666667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1866,"global",18.6066604166667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1867,"global",18.5947845833333
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1868,"global",18.6590049166667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1869,"global",18.6335126666667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1870,"global",18.6394116666667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1871,"global",18.6729684166667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1872,"global",18.6815458333333
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1873,"global",18.7392354166667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1874,"global",18.7243146666667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1875,"global",18.7363245833333
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1876,"global",18.626806
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1877,"global",18.6906123333333
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1878,"global",18.6761418333333
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1879,"global",18.7020554166667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1880,"global",18.74986225
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1881,"global",18.7023788333333
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1882,"global",18.72262875
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1883,"global",18.7614991666667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1884,"global",18.5395819166667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1885,"global",18.54880375
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1886,"global",18.6084991666667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1887,"global",18.6668674166667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1888,"global",18.6708129166667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1889,"global",18.669252
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1890,"global",18.6104665
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1891,"global",18.5237131666667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1892,"global",18.6061070833333
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1893,"global",18.5987324166667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1894,"global",18.6521450833333
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1895,"global",18.5904110833333
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1896,"global",18.71193525
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1897,"global",18.6890770833333
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1898,"global",18.74196925
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1899,"global",18.8048734166667
"tos","historical","degC","r14i1p1f1","ACCESS-ESM1-5",1900,"global",18.7430553333333
"tos","historical","degC","r14i1p1f1","CanESM5",1850,"global",17.5440844166667
"tos","historical","degC","r14i1p1f1","CanESM5",1851,"global",17.4444741666667
"tos","historical","degC","r14i1p1f1","CanESM5",1852,"global",17.3962686666667
"tos","historical","degC","r14i1p1f1","CanESM5",1853,"global",17.4983606666667
"tos","historical","degC","r14i1p1f1","CanESM5",1854,"global",17.554245
"tos","historical","degC","r14i1p1f1","CanESM5",1855,"global",17.4943009166667
"tos","historical","degC","r14i1p1f1","CanESM5",1856,"global",17.4924929166667
"tos","historical","degC","r14i1p1f1","CanESM5",1857,"global",17.52265275
"tos","historical","degC","r14i1p1f1","CanESM5",1858,"global",17.6123465
"tos","historical","degC","r14i1p1f1","CanESM5",1859,"global",17.6240039166667
"tos","historical","degC","r14i1p1f1","CanESM5",1860,"global",17.4705300833333
"tos","historical","degC","r14i1p1f1","CanESM5",1861,"global",17.47126875
"tos","historical","degC","r14i1p1f1","CanESM5",1862,"global",17.505266
"tos","historical","degC","r14i1p1f1","CanESM5",1863,"global",17.4539856666667
"tos","historical","degC","r14i1p1f1","CanESM5",1864,"global",17.4316289166667
"tos","historical","degC","r14i1p1f1","CanESM5",1865,"global",17.5589803333333
"tos","historical","degC","r14i1p1f1","CanESM5",1866,"global",17.6139513333333
"tos","historical","degC","r14i1p1f1","CanESM5",1867,"global",17.6032280833333
"tos","historical","degC","r14i1p1f1","CanESM5",1868,"global",17.6683388333333
"tos","historical","degC","r14i1p1f1","CanESM5",1869,"global",17.6379996666667
"tos","historical","degC","r14i1p1f1","CanESM5",1870,"global",17.5852114166667
"tos","historical","degC","r14i1p1f1","CanESM5",1871,"global",17.4851874166667
"tos","historical","degC","r14i1p1f1","CanESM5",1872,"global",17.6641529166667
"tos","historical","degC","r14i1p1f1","CanESM5",1873,"global",17.6448343333333
"tos","historical","degC","r14i1p1f1","CanESM5",1874,"global",17.4724715
"tos","historical","degC","r14i1p1f1","CanESM5",1875,"global",17.4922066666667
"tos","historical","degC","r14i1p1f1","CanESM5",1876,"global",17.6239105833333
"tos","historical","degC","r14i1p1f1","CanESM5",1877,"global",17.6395270833333
"tos","historical","degC","r14i1p1f1","CanESM5",1878,"global",17.6588844166667
"tos","historical","degC","r14i1p1f1","CanESM5",1879,"global",17.65527225
"tos","historical","degC","r14i1p1f1","CanESM5",1880,"global",17.6807213333333
"tos","historical","degC","r14i1p1f1","CanESM5",1881,"global",17.7150193333333
"tos","historical","degC","r14i1p1f1","CanESM5",1882,"global",17.66254
"tos","historical","degC","r14i1p1f1","CanESM5",1883,"global",17.68806425
"tos","historical","degC","r14i1p1f1","CanESM5",1884,"global",17.380695
"tos","historical","degC","r14i1p1f1","CanESM5",1885,"global",17.3571333333333
"tos","historical","degC","r14i1p1f1","CanESM5",1886,"global",17.3584351666667
"tos","historical","degC","r14i1p1f1","CanESM5",1887,"global",17.4765269166667
"tos","historical","degC","r14i1p1f1","CanESM5",1888,"global",17.49729475
"tos","historical","degC","r14i1p1f1","CanESM5",1889,"global",17.43609175
"tos","historical","degC","r14i1p1f1","CanESM5",1890,"global",17.5895634166667
"tos","historical","degC","r14i1p1f1","CanESM5",1891,"global",17.60886975
"tos","historical","degC","r14i1p1f1","CanESM5",1892,"global",17.5888001666667
"tos","historical","degC","r14i1p1f1","CanESM5",1893,"global",17.6318163333333
"tos","historical","degC","r14i1p1f1","CanESM5",1894,"global",17.5623438333333
"tos","historical","degC","r14i1p1f1","CanESM5",1895,"global",17.5240611666667
"tos","historical","degC","r14i1p1f1","CanESM5",1896,"global",17.5594863333333
"tos","historical","degC","r14i1p1f1","CanESM5",1897,"global",17.60563875
"tos","historical","degC","r14i1p1f1","CanESM5",1898,"global",17.6693175833333
"tos","historical","degC","r14i1p1f1","CanESM5",1899,"global",17.6234456666667
"tos","historical","degC","r14i1p1f1","CanESM5",1900,"global",17.5909335833333
"tos","historical","degC","r14i1p1f1","EC-Earth3",1850,"global",18.8533369166667
"tos","historical","degC","r14i1p1f1","EC-Earth3",1851,"global",18.79479775
"tos","historical","degC","r14i1p1f1","EC-Earth3",1852,"global",18.7059225
"tos","historical","degC","r14i1p1f1","EC-Earth3",1853,"global",18.8025910833333
"tos","historical","degC","r14i1p1f1","EC-Earth3",1854,"global",18.77345
"tos","historical","degC","r14i1p1f1","EC-Earth3",1855,"global",18.7844324166667
"tos","historical","degC","r14i1p1f1","EC-Earth3",1856,"global",18.8327320833333
"tos","historical","degC","r14i1p1f1","EC-Earth3",1857,"global",18.7949004166667
"tos","historical","degC","r14i1p1f1","EC-Earth3",1858,"global",18.6579065
"tos","historical","degC","r14i1p1f1","EC-Earth3",1859,"global",18.78026725
"tos","historical","degC","r14i1p1f1","EC-Earth3",1860,"global",18.8292891666667
"tos","historical","degC","r14i1p1f1","EC-Earth3",1861,"global",18.8060095
"tos","historical","degC","r14i1p1f1","EC-Earth3",1862,"global",18.7799518333333
"tos","historical","degC","r14i1p1f1","EC-Earth3",1863,"global",18.6393340833333
"tos","historical","degC","r14i1p1f1","EC-Earth3",1864,"global",18.5832426666667
"tos","historical","degC","r14i1p1f1","EC-Earth3",1865,"global",18.6998450833333
"tos","historical","degC","r14i1p1f1","EC-Earth3",1866,"global",18.7253335
"tos","historical","degC","r14i1p1f1","EC-Earth3",1867,"global",18.83007025
"tos","historical","degC","r14i1p1f1","EC-Earth3",1868,"global",18.8420061666667
"tos","historical","degC","r14i1p1f1","EC-Earth3",1869,"global",18.70759275
"tos","historical","degC","r14i1p1f1","EC-Earth3",1870,"global",18.8084656666667
"tos","historical","degC","r14i1p1f1","EC-Earth3",1871,"global",18.8240339166667
"tos","historical","degC","r14i1p1f1","EC-Earth3",1872,"global",18.7952113333333
"tos","historical","degC","r14i1p1f1","EC-Earth3",1873,"global",18.733867
"tos","historical","degC","r14i1p1f1","EC-Earth3",1874,"global",18.694661
"tos","historical","degC","r14i1p1f1","EC-Earth3",1875,"global",18.7005076666667
"tos","historical","degC","r14i1p1f1","EC-Earth3",1876,"global",18.7603666666667
"tos","historical","degC","r14i1p1f1","EC-Earth3",1877,"global",18.8287138333333
"tos","historical","degC","r14i1p1f1","EC-Earth3",1878,"global",18.7223300833333
"tos","historical","degC","r14i1p1f1","EC-Earth3",1879,"global",18.6539175833333
"tos","historical","degC","r14i1p1f1","EC-Earth3",1880,"global",18.65059725
"tos","historical","degC","r14i1p1f1","EC-Earth3",1881,"global",18.6342455833333
"tos","historical","degC","r14i1p1f1","EC-Earth3",1882,"global",18.69963
"tos","historical","degC","r14i1p1f1","EC-Earth3",1883,"global",18.7423844166667
"tos","historical","degC","r14i1p1f1","EC-Earth3",1884,"global",18.3777578333333
"tos","historical","degC","r14i1p1f1","EC-Earth3",1885,"global",18.3997083333333
"tos","historical","degC","r14i1p1f1","EC-Earth3",1886,"global",18.5591570833333
"tos","historical","degC","r14i1p1f1","EC-Earth3",1887,"global",18.6251373333333
"tos","historical","degC","r14i1p1f1","EC-Earth3",1888,"global",18.5674321666667
"tos","historical","degC","r14i1p1f1","EC-Earth3",1889,"global",18.4585308333333
"tos","historical","degC","r14i1p1f1","EC-Earth3",1890,"global",18.4564759166667
"tos","historical","degC","r14i1p1f1","EC-Earth3",1891,"global",18.5872203333333
"tos","historical","degC","r14i1p1f1","EC-Earth3",1892,"global",18.6532786666667
"tos","historical","degC","r14i1p1f1","EC-Earth3",1893,"global",18.684431
"tos","historical","degC","r14i1p1f1","EC-Earth3",1894,"global",18.5687861666667
"tos","historical","degC","r14i1p1f1","EC-Earth3",1895,"global",18.607112
"tos","historical","degC","r14i1p1f1","EC-Earth3",1896,"global",18.66054225
"tos","historical","degC","r14i1p1f1","EC-Earth3",1897,"global",18.6477793333333
"tos","historical","degC","r14i1p1f1","EC-Earth3",1898,"global",18.6544746666667
"tos","historical","degC","r14i1p1f1","EC-Earth3",1899,"global",18.7259536666667
"tos","historical","degC","r14i1p1f1","EC-Earth3",1900,"global",18.7266394166667
"tos","historical","degC","r14i1p1f1","MIROC6",1850,"global",18.04330625
"tos","historical","degC","r14i1p1f1","MIROC6",1851,"global",18.0668014166667
"tos","historical","degC","r14i1p1f1","MIROC6",1852,"global",18.2245354166667
"tos","historical","degC","r14i1p1f1","MIROC6",1853,"global",18.294659
"tos","historical","degC","r14i1p1f1","MIROC6",1854,"global",18.4587381666667
"tos","historical","degC","r14i1p1f1","MIROC6",1855,"global",18.1705699166667
"tos","historical","degC","r14i1p1f1","MIROC6",1856,"global",18.0943874166667
"tos","historical","degC","r14i1p1f1","MIROC6",1857,"global",18.1935168333333
"tos","historical","degC","r14i1p1f1","MIROC6",1858,"global",18.2211853333333
"tos","historical","degC","r14i1p1f1","MIROC6",1859,"global",18.2476908333333
"tos","historical","degC","r14i1p1f1","MIROC6",1860,"global",18.230871
"tos","historical","degC","r14i1p1f1","MIROC6",1861,"global",18.1500995
"tos","historical","degC","r14i1p1f1","MIROC6",1862,"global",18.1774305833333
"tos","historical","degC","r14i1p1f1","MIROC6",1863,"global",18.2986715833333
"tos","historical","degC","r14i1p1f1","MIROC6",1864,"global",18.3812419166667
"tos","historical","degC","r14i1p1f1","MIROC6",1865,"global",18.3536460833333
"tos","historical","degC","r14i1p1f1","MIROC6",1866,"global",18.28234325
"tos","historical","degC","r14i1p1f1","MIROC6",1867,"global",18.1136191666667
"tos","historical","degC","r14i1p1f1","MIROC6",1868,"global",18.099569
"tos","historical","degC","r14i1p1f1","MIROC6",1869,"global",18.19247875
"tos","historical","degC","r14i1p1f1","MIROC6",1870,"global",18.1844360833333
"tos","historical","degC","r14i1p1f1","MIROC6",1871,"global",18.22682175
"tos","historical","degC","r14i1p1f1","MIROC6",1872,"global",18.3382351666667
"tos","historical","degC","r14i1p1f1","MIROC6",1873,"global",18.3421405833333
"tos","historical","degC","r14i1p1f1","MIROC6",1874,"global",18.1650874166667
"tos","historical","degC","r14i1p1f1","MIROC6",1875,"global",18.07117775
"tos","historical","degC","r14i1p1f1","MIROC6",1876,"global",18.0917980833333
"tos","historical","degC","r14i1p1f1","MIROC6",1877,"global",18.0340805833333
"tos","historical","degC","r14i1p1f1","MIROC6",1878,"global",18.1380183333333
"tos","historical","degC","r14i1p1f1","MIROC6",1879,"global",18.2278384166667
"tos","historical","degC","r14i1p1f1","MIROC6",1880,"global",18.2550915833333
"tos","historical","degC","r14i1p1f1","MIROC6",1881,"global",18.3344209166667
"tos","historical","degC","r14i1p1f1","MIROC6",1882,"global",18.2444968333333
"tos","historical","degC","r14i1p1f1","MIROC6",1883,"global",18.291802
"tos","historical","degC","r14i1p1f1","MIROC6",1884,"global",18.0334330833333
"tos","historical","degC","r14i1p1f1","MIROC6",1885,"global",17.9658518333333
"tos","historical","degC","r14i1p1f1","MIROC6",1886,"global",18.1109913333333
"tos","historical","degC","r14i1p1f1","MIROC6",1887,"global",18.181194
"tos","historical","degC","r14i1p1f1","MIROC6",1888,"global",18.1852626666667
"tos","historical","degC","r14i1p1f1","MIROC6",1889,"global",18.1945895
"tos","historical","degC","r14i1p1f1","MIROC6",1890,"global",18.2404315833333
"tos","historical","degC","r14i1p1f1","MIROC6",1891,"global",18.3211274166667
"tos","historical","degC","r14i1p1f1","MIROC6",1892,"global",18.1981708333333
"tos","historical","degC","r14i1p1f1","MIROC6",1893,"global",17.9850440833333
"tos","historical","degC","r14i1p1f1","MIROC6",1894,"global",17.9817279166667
"tos","historical","degC","r14i1p1f1","MIROC6",1895,"global",18.1061696666667
"tos","historical","degC","r14i1p1f1","MIROC6",1896,"global",18.1920883333333
"tos","historical","degC","r14i1p1f1","MIROC6",1897,"global",18.2278501666667
"tos","historical","degC","r14i1p1f1","MIROC6",1898,"global",18.2147636666667
"tos","historical","degC","r14i1p1f1","MIROC6",1899,"global",18.3742285833333
"tos","historical","degC","r14i1p1f1","MIROC6",1900,"global",18.4817600833333
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1850,"global",17.7681458333333
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1851,"global",17.7381709166667
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1852,"global",17.8607595
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1853,"global",17.75640075
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1854,"global",17.7317775
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1855,"global",17.7792934166667
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1856,"global",17.7751379166667
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1857,"global",17.83416725
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1858,"global",17.7717384166667
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1859,"global",17.8305951666667
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1860,"global",17.9743609166667
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1861,"global",17.8924764166667
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1862,"global",17.7008810833333
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1863,"global",17.7311876666667
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1864,"global",17.8758220833333
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1865,"global",17.8711288333333
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1866,"global",17.8101723333333
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1867,"global",17.947574
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1868,"global",17.9730144166667
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1869,"global",17.819328
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1870,"global",17.7166263333333
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1871,"global",17.782155
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1872,"global",17.8907890833333
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1873,"global",17.8377575
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1874,"global",17.81785575
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1875,"global",17.8756171666667
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1876,"global",17.8788485833333
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1877,"global",17.68432475
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1878,"global",17.7411859166667
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1879,"global",17.8694921666667
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1880,"global",17.8353215
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1881,"global",17.77365575
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1882,"global",17.7754659166667
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1883,"global",17.8389425
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1884,"global",17.6477380833333
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1885,"global",17.66712975
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1886,"global",17.7292675833333
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1887,"global",17.7156256666667
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1888,"global",17.8288770833333
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1889,"global",17.7458234166667
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1890,"global",17.69727375
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1891,"global",17.8684106666667
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1892,"global",17.8303341666667
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1893,"global",17.7776095
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1894,"global",17.8104329166667
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1895,"global",17.7928524166667
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1896,"global",17.9033750833333
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1897,"global",17.92476125
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1898,"global",17.8265425
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1899,"global",17.8877660833333
"tos","historical","degC","r14i1p1f2","CNRM-CM6-1",1900,"global",17.83859525
"tos","historical","degC","r14i1p1f2","MIROC-ES2L",1850,"global",18.1034185
"tos","historical","degC","r14i1p1f2","MIROC-ES2L",1851,"global",18.2195525833333
"tos","historical","degC","r14i1p1f2","MIROC-ES2L",1852,"global",18.1005331666667
"tos","historical","degC","r14i1p1f2","MIROC-ES2L",1853,"global",18.12868475
"tos","historical","degC","r14i1p1f2","MIROC-ES2L",1854,"global",18.249943
"tos","historical","degC","r14i1p1f2","MIROC-ES2L",1855,"global",18.20647075
"tos","historical","degC","r14i1p1f2","MIROC-ES2L",1856,"global",18.1536525833333
