"variable","experiment","units","ensemble","model","year","area","value"
"tos","historical","degC","r10i1p1f1","MPI-ESM1-2-HR",1852,"global",17.5986584166667
"tos","historical","degC","r10i1p1f1","MPI-ESM1-2-HR",1853,"global",17.6974579166667
"tos","historical","degC","r10i1p1f1","MPI-ESM1-2-HR",1854,"global",17.6922903333333
"tos","historical","degC","r10i1p1f1","MPI-ESM1-2-HR",1855,"global",17.6557530833333
"tos","historical","degC","r10i1p1f1","MPI-ESM1-2-HR",1856,"global",17.6450726666667
"tos","historical","degC","r10i1p1f1","MPI-ESM1-2-HR",1857,"global",17.72450275
"tos","historical","degC","r10i1p1f1","MPI-ESM1-2-HR",1858,"global",17.6889340833333
"tos","historical","degC","r10i1p1f1","MPI-ESM1-2-HR",1859,"global",17.5409368333333
"tos","historical","degC","r10i1p1f1","MPI-ESM1-2-HR",1860,"global",17.49204275
"tos","historical","degC","r10i1p1f1","MPI-ESM1-2-LR",1850,"global",17.2043864166667
"tos","historical","degC","r10i1p1f1","MPI-ESM1-2-LR",1851,"global",17.2736621666667
"tos","historical","degC","r10i1p1f1","MPI-ESM1-2-LR",1852,"global",17.2499496666667
"tos","historical","degC","r10i1p1f1","MPI-ESM1-2-LR",1853,"global",17.2083570833333
"tos","historical","degC","r10i1p1f1","MPI-ESM1-2-LR",1854,"global",17.26820325
"tos","historical","degC","r10i1p1f1","MPI-ESM1-2-LR",1855,"global",17.2415811666667
"tos","historical","degC","r10i1p1f1","MPI-ESM1-2-LR",1856,"global",17.2683536666667
"tos","historical","degC","r10i1p1f1","MPI-ESM1-2-LR",1857,"global",17.27515675
"tos","historical","degC","r10i1p1f1","MPI-ESM1-2-LR",1858,"global",17.27783475
"tos","historical","degC","r10i1p1f1","MPI-ESM1-2-LR",1859,"global",17.23462825
"tos","historical","degC","r10i1p1f1","MPI-ESM1-2-LR",1860,"global",17.2665023333333
"tos","historical","degC","r10i1p1f1","NorCPM1",1850,"global",17.2107333333333
"tos","historical","degC","r10i1p1f1","NorCPM1",1851,"global",17.2564953333333
"tos","historical","degC","r10i1p1f1","NorCPM1",1852,"global",17.2849804166667
"tos","historical","degC","r10i1p1f1","NorCPM1",1853,"global",17.29961875
"tos","historical","degC","r10i1p1f1","NorCPM1",1854,"global",17.3274889166667
"tos","historical","degC","r10i1p1f1","NorCPM1",1855,"global",17.33219675
"tos","historical","degC","r10i1p1f1","NorCPM1",1856,"global",17.2385705833333
"tos","historical","degC","r10i1p1f1","NorCPM1",1857,"global",17.254466
"tos","historical","degC","r10i1p1f1","NorCPM1",1858,"global",17.3021219166667
"tos","historical","degC","r10i1p1f1","NorCPM1",1859,"global",17.3190936666667
"tos","historical","degC","r10i1p1f1","NorCPM1",1860,"global",17.2748955833333
"tos","historical","degC","r10i1p1f2","CNRM-CM6-1",1850,"global",17.6642453333333
"tos","historical","degC","r10i1p1f2","CNRM-CM6-1",1851,"global",17.582901
"tos","historical","degC","r10i1p1f2","CNRM-CM6-1",1852,"global",17.6927404166667
"tos","historical","degC","r10i1p1f2","CNRM-CM6-1",1853,"global",17.7556866666667
"tos","historical","degC","r10i1p1f2","CNRM-CM6-1",1854,"global",17.73355175
"tos","historical","degC","r10i1p1f2","CNRM-CM6-1",1855,"global",17.6943855
"tos","historical","degC","r10i1p1f2","CNRM-CM6-1",1856,"global",17.7675415833333
"tos","historical","degC","r10i1p1f2","CNRM-CM6-1",1857,"global",17.7210371666667
"tos","historical","degC","r10i1p1f2","CNRM-CM6-1",1858,"global",17.87895425
"tos","historical","degC","r10i1p1f2","CNRM-CM6-1",1859,"global",17.7787765
"tos","historical","degC","r10i1p1f2","CNRM-CM6-1",1860,"global",17.7563783333333
"tos","historical","degC","r10i1p1f2","CNRM-ESM2-1",1850,"global",18.2448594166667
"tos","historical","degC","r10i1p1f2","CNRM-ESM2-1",1851,"global",18.2170761666667
"tos","historical","degC","r10i1p1f2","CNRM-ESM2-1",1852,"global",18.2824316666667
"tos","historical","degC","r10i1p1f2","CNRM-ESM2-1",1853,"global",18.117997
"tos","historical","degC","r10i1p1f2","CNRM-ESM2-1",1854,"global",18.16716275
"tos","historical","degC","r10i1p1f2","CNRM-ESM2-1",1855,"global",18.2625926666667
"tos","historical","degC","r10i1p1f2","CNRM-ESM2-1",1856,"global",18.1813361666667
"tos","historical","degC","r10i1p1f2","CNRM-ESM2-1",1857,"global",18.1642528333333
"tos","historical","degC","r10i1p1f2","CNRM-ESM2-1",1858,"global",18.1872125833333
"tos","historical","degC","r10i1p1f2","CNRM-ESM2-1",1859,"global",18.10480975
"tos","historical","degC","r10i1p1f2","CNRM-ESM2-1",1860,"global",18.0171895833333
"tos","historical","degC","r10i1p1f2","MIROC-ES2L",1850,"global",17.9675209166667
"tos","historical","degC","r10i1p1f2","MIROC-ES2L",1851,"global",18.0000983333333
"tos","historical","degC","r10i1p1f2","MIROC-ES2L",1852,"global",18.2002515
"tos","historical","degC","r10i1p1f2","MIROC-ES2L",1853,"global",18.2749550833333
"tos","historical","degC","r10i1p1f2","MIROC-ES2L",1854,"global",18.1777474166667
"tos","historical","degC","r10i1p1f2","MIROC-ES2L",1855,"global",18.0509019166667
"tos","historical","degC","r10i1p1f2","MIROC-ES2L",1856,"global",18.1098296666667
"tos","historical","degC","r10i1p1f2","MIROC-ES2L",1857,"global",18.1426135
"tos","historical","degC","r10i1p1f2","MIROC-ES2L",1858,"global",18.1552630833333
"tos","historical","degC","r10i1p1f2","MIROC-ES2L",1859,"global",18.0873583333333
"tos","historical","degC","r10i1p1f2","MIROC-ES2L",1860,"global",18.0349291666667
"tos","historical","degC","r11i1p1f1","ACCESS-ESM1-5",1850,"global",18.62472225
"tos","historical","degC","r11i1p1f1","ACCESS-ESM1-5",1851,"global",18.55416625
"tos","historical","degC","r11i1p1f1","ACCESS-ESM1-5",1852,"global",18.569824
"tos","historical","degC","r11i1p1f1","ACCESS-ESM1-5",1853,"global",18.60815075
"tos","historical","degC","r11i1p1f1","ACCESS-ESM1-5",1854,"global",18.5201678333333
"tos","historical","degC","r11i1p1f1","ACCESS-ESM1-5",1855,"global",18.5787545833333
"tos","historical","degC","r11i1p1f1","ACCESS-ESM1-5",1856,"global",18.5252086666667
"tos","historical","degC","r11i1p1f1","ACCESS-ESM1-5",1857,"global",18.64846575
"tos","historical","degC","r11i1p1f1","ACCESS-ESM1-5",1858,"global",18.62577475
"tos","historical","degC","r11i1p1f1","ACCESS-ESM1-5",1859,"global",18.55965
"tos","historical","degC","r11i1p1f1","ACCESS-ESM1-5",1860,"global",18.63647075
"tos","historical","degC","r11i1p1f1","CanESM5",1850,"global",17.6248684166667
"tos","historical","degC","r11i1p1f1","CanESM5",1851,"global",17.6173990833333
"tos","historical","degC","r11i1p1f1","CanESM5",1852,"global",17.5330569166667
"tos","historical","degC","r11i1p1f1","CanESM5",1853,"global",17.5768563333333
"tos","historical","degC","r11i1p1f1","CanESM5",1854,"global",17.5322040833333
"tos","historical","degC","r11i1p1f1","CanESM5",1855,"global",17.40591275
"tos","historical","degC","r11i1p1f1","CanESM5",1856,"global",17.4561315
"tos","historical","degC","r11i1p1f1","CanESM5",1857,"global",17.4786751666667
"tos","historical","degC","r11i1p1f1","CanESM5",1858,"global",17.50012175
"tos","historical","degC","r11i1p1f1","CanESM5",1859,"global",17.5952788333333
"tos","historical","degC","r11i1p1f1","CanESM5",1860,"global",17.54417525
"tos","historical","degC","r11i1p1f1","EC-Earth3",1850,"global",18.4296756666667
"tos","historical","degC","r11i1p1f1","EC-Earth3",1851,"global",18.468867
"tos","historical","degC","r11i1p1f1","EC-Earth3",1852,"global",18.4322298333333
"tos","historical","degC","r11i1p1f1","EC-Earth3",1853,"global",18.44891325
"tos","historical","degC","r11i1p1f1","EC-Earth3",1854,"global",18.40562625
"tos","historical","degC","r11i1p1f1","EC-Earth3",1855,"global",18.4529026666667
"tos","historical","degC","r11i1p1f1","EC-Earth3",1856,"global",18.4701460833333
"tos","historical","degC","r11i1p1f1","EC-Earth3",1857,"global",18.4541835
"tos","historical","degC","r11i1p1f1","EC-Earth3",1858,"global",18.3841365833333
"tos","historical","degC","r11i1p1f1","EC-Earth3",1859,"global",18.402943
"tos","historical","degC","r11i1p1f1","EC-Earth3",1860,"global",18.5628236666667
"tos","historical","degC","r11i1p1f1","MIROC6",1850,"global",18.33026325
"tos","historical","degC","r11i1p1f1","MIROC6",1851,"global",18.0079136666667
"tos","historical","degC","r11i1p1f1","MIROC6",1852,"global",18.0135021666667
"tos","historical","degC","r11i1p1f1","MIROC6",1853,"global",18.0748393333333
"tos","historical","degC","r11i1p1f1","MIROC6",1854,"global",18.1204523333333
"tos","historical","degC","r11i1p1f1","MIROC6",1855,"global",18.1521820833333
"tos","historical","degC","r11i1p1f1","MIROC6",1856,"global",18.0973445
"tos","historical","degC","r11i1p1f1","MIROC6",1857,"global",18.109869
"tos","historical","degC","r11i1p1f1","MIROC6",1858,"global",18.2112591666667
"tos","historical","degC","r11i1p1f1","MIROC6",1859,"global",18.2859661666667
"tos","historical","degC","r11i1p1f1","MIROC6",1860,"global",18.3667090833333
"tos","historical","degC","r11i1p1f2","CNRM-CM6-1",1850,"global",17.8248889166667
"tos","historical","degC","r11i1p1f2","CNRM-CM6-1",1851,"global",17.8574775
"tos","historical","degC","r11i1p1f2","CNRM-CM6-1",1852,"global",17.8779915833333
"tos","historical","degC","r11i1p1f2","CNRM-CM6-1",1853,"global",17.8303196666667
"tos","historical","degC","r11i1p1f2","CNRM-CM6-1",1854,"global",17.802353
"tos","historical","degC","r11i1p1f2","CNRM-CM6-1",1855,"global",17.7825568333333
"tos","historical","degC","r11i1p1f2","CNRM-CM6-1",1856,"global",17.7892671666667
"tos","historical","degC","r11i1p1f2","CNRM-CM6-1",1857,"global",17.8443341666667
"tos","historical","degC","r11i1p1f2","CNRM-CM6-1",1858,"global",17.8158183333333
"tos","historical","degC","r11i1p1f2","CNRM-CM6-1",1859,"global",17.84770525
"tos","historical","degC","r11i1p1f2","CNRM-CM6-1",1860,"global",17.7938645
"tos","historical","degC","r11i1p1f2","CNRM-ESM2-1",1850,"global",18.1862524166667
"tos","historical","degC","r11i1p1f2","CNRM-ESM2-1",1851,"global",18.2725334166667
"tos","historical","degC","r11i1p1f2","CNRM-ESM2-1",1852,"global",18.2345793333333
"tos","historical","degC","r11i1p1f2","CNRM-ESM2-1",1853,"global",18.1516191666667
"tos","historical","degC","r11i1p1f2","CNRM-ESM2-1",1854,"global",18.1173098333333
"tos","historical","degC","r11i1p1f2","CNRM-ESM2-1",1855,"global",18.2190644166667
"tos","historical","degC","r11i1p1f2","CNRM-ESM2-1",1856,"global",18.1312720833333
"tos","historical","degC","r11i1p1f2","CNRM-ESM2-1",1857,"global",18.1833941666667
"tos","historical","degC","r11i1p1f2","CNRM-ESM2-1",1858,"global",18.2375521666667
"tos","historical","degC","r11i1p1f2","CNRM-ESM2-1",1859,"global",18.2099375833333
"tos","historical","degC","r11i1p1f2","CNRM-ESM2-1",1860,"global",18.2643584166667
"tos","historical","degC","r11i1p1f2","MIROC-ES2L",1850,"global",18.0969803333333
"tos","historical","degC","r11i1p1f2","MIROC-ES2L",1851,"global",18.13852675
"tos","historical","degC","r11i1p1f2","MIROC-ES2L",1852,"global",18.1184861666667
"tos","historical","degC","r11i1p1f2","MIROC-ES2L",1853,"global",18.0410218333333
"tos","historical","degC","r11i1p1f2","MIROC-ES2L",1854,"global",18.02858325
"tos","historical","degC","r11i1p1f2","MIROC-ES2L",1855,"global",18.11715
"tos","historical","degC","r11i1p1f2","MIROC-ES2L",1856,"global",18.2216283333333
"tos","historical","degC","r11i1p1f2","MIROC-ES2L",1857,"global",18.2135580833333
"tos","historical","degC","r11i1p1f2","MIROC-ES2L",1858,"global",18.1554255
"tos","historical","degC","r11i1p1f2","MIROC-ES2L",1859,"global",18.15361625
"tos","historical","degC","r11i1p1f2","MIROC-ES2L",1860,"global",18.1689981666667
"tos","historical","degC","r12i1p1f1","ACCESS-ESM1-5",1850,"global",18.6898073333333
"tos","historical","degC","r12i1p1f1","ACCESS-ESM1-5",1851,"global",18.6536571666667
"tos","historical","degC","r12i1p1f1","ACCESS-ESM1-5",1852,"global",18.6639268333333
"tos","historical","degC","r12i1p1f1","ACCESS-ESM1-5",1853,"global",18.7286760833333
"tos","historical","degC","r12i1p1f1","ACCESS-ESM1-5",1854,"global",18.5637384166667
"tos","historical","degC","r12i1p1f1","ACCESS-ESM1-5",1855,"global",18.5353573333333
"tos","historical","degC","r12i1p1f1","ACCESS-ESM1-5",1856,"global",18.649893
"tos","historical","degC","r12i1p1f1","ACCESS-ESM1-5",1857,"global",18.7433783333333
"tos","historical","degC","r12i1p1f1","ACCESS-ESM1-5",1858,"global",18.7194481666667
"tos","historical","degC","r12i1p1f1","ACCESS-ESM1-5",1859,"global",18.7154731666667
"tos","historical","degC","r12i1p1f1","ACCESS-ESM1-5",1860,"global",18.6800815
"tos","historical","degC","r12i1p1f1","CanESM5",1850,"global",17.5525070833333
"tos","historical","degC","r12i1p1f1","CanESM5",1851,"global",17.51607225
"tos","historical","degC","r12i1p1f1","CanESM5",1852,"global",17.3539069166667
"tos","historical","degC","r12i1p1f1","CanESM5",1853,"global",17.4045704166667
"tos","historical","degC","r12i1p1f1","CanESM5",1854,"global",17.4832721666667
"tos","historical","degC","r12i1p1f1","CanESM5",1855,"global",17.5857574166667
"tos","historical","degC","r12i1p1f1","CanESM5",1856,"global",17.5549948333333
"tos","historical","degC","r12i1p1f1","CanESM5",1857,"global",17.6101940833333
"tos","historical","degC","r12i1p1f1","CanESM5",1858,"global",17.5362970833333
"tos","historical","degC","r12i1p1f1","CanESM5",1859,"global",17.6088469166667
"tos","historical","degC","r12i1p1f1","CanESM5",1860,"global",17.59015825
"tos","historical","degC","r12i1p1f1","EC-Earth3",1850,"global",18.7253198333333
"tos","historical","degC","r12i1p1f1","EC-Earth3",1851,"global",18.7107763333333
"tos","historical","degC","r12i1p1f1","EC-Earth3",1852,"global",18.6769755
"tos","historical","degC","r12i1p1f1","EC-Earth3",1853,"global",18.6427568333333
"tos","historical","degC","r12i1p1f1","EC-Earth3",1854,"global",18.6792373333333
"tos","historical","degC","r12i1p1f1","EC-Earth3",1855,"global",18.6809289166667
"tos","historical","degC","r12i1p1f1","EC-Earth3",1856,"global",18.5977911666667
"tos","historical","degC","r12i1p1f1","EC-Earth3",1857,"global",18.6769268333333
"tos","historical","degC","r12i1p1f1","EC-Earth3",1858,"global",18.6792124166667
"tos","historical","degC","r12i1p1f1","EC-Earth3",1859,"global",18.6211430833333
"tos","historical","degC","r12i1p1f1","EC-Earth3",1860,"global",18.6655655
"tos","historical","degC","r12i1p1f1","MIROC6",1850,"global",18.11717275
"tos","historical","degC","r12i1p1f1","MIROC6",1851,"global",18.2132359166667
"tos","historical","degC","r12i1p1f1","MIROC6",1852,"global",18.2275346666667
"tos","historical","degC","r12i1p1f1","MIROC6",1853,"global",18.22098425
"tos","historical","degC","r12i1p1f1","MIROC6",1854,"global",18.0391264166667
"tos","historical","degC","r12i1p1f1","MIROC6",1855,"global",18.00329975
"tos","historical","degC","r12i1p1f1","MIROC6",1856,"global",18.0389354166667
"tos","historical","degC","r12i1p1f1","MIROC6",1857,"global",18.1431231666667
"tos","historical","degC","r12i1p1f1","MIROC6",1858,"global",18.1582578333333
"tos","historical","degC","r12i1p1f1","MIROC6",1859,"global",18.2064098333333
"tos","historical","degC","r12i1p1f1","MIROC6",1860,"global",18.05024925
"tos","historical","degC","r12i1p1f1","NorCPM1",1850,"global",17.2023055
"tos","historical","degC","r12i1p1f1","NorCPM1",1851,"global",17.2703281666667
"tos","historical","degC","r12i1p1f1","NorCPM1",1852,"global",17.2339746666667
"tos","historical","degC","r12i1p1f1","NorCPM1",1853,"global",17.2262678333333
"tos","historical","degC","r12i1p1f1","NorCPM1",1854,"global",17.2947316666667
"tos","historical","degC","r12i1p1f1","NorCPM1",1855,"global",17.34453125
"tos","historical","degC","r12i1p1f1","NorCPM1",1856,"global",17.25797875
"tos","historical","degC","r12i1p1f1","NorCPM1",1857,"global",17.1592595833333
"tos","historical","degC","r12i1p1f1","NorCPM1",1858,"global",17.2910135
"tos","historical","degC","r12i1p1f1","NorCPM1",1859,"global",17.3665795833333
"tos","historical","degC","r12i1p1f1","NorCPM1",1860,"global",17.3686033333333
"tos","historical","degC","r12i1p1f2","CNRM-CM6-1",1850,"global",17.74517525
"tos","historical","degC","r12i1p1f2","CNRM-CM6-1",1851,"global",17.72575625
"tos","historical","degC","r12i1p1f2","CNRM-CM6-1",1852,"global",17.8278901666667
"tos","historical","degC","r12i1p1f2","CNRM-CM6-1",1853,"global",17.7353078333333
"tos","historical","degC","r12i1p1f2","CNRM-CM6-1",1854,"global",17.69008
"tos","historical","degC","r12i1p1f2","CNRM-CM6-1",1855,"global",17.79086625
"tos","historical","degC","r12i1p1f2","CNRM-CM6-1",1856,"global",17.71897725
"tos","historical","degC","r12i1p1f2","CNRM-CM6-1",1857,"global",17.7435494166667
"tos","historical","degC","r12i1p1f2","CNRM-CM6-1",1858,"global",17.746615
"tos","historical","degC","r12i1p1f2","CNRM-CM6-1",1859,"global",17.7034231666667
"tos","historical","degC","r12i1p1f2","CNRM-CM6-1",1860,"global",17.74607775
"tos","historical","degC","r12i1p1f2","MIROC-ES2L",1850,"global",18.0897560833333
"tos","historical","degC","r12i1p1f2","MIROC-ES2L",1851,"global",18.0757065833333
"tos","historical","degC","r12i1p1f2","MIROC-ES2L",1852,"global",18.0602103333333
"tos","historical","degC","r12i1p1f2","MIROC-ES2L",1853,"global",18.0733529166667
"tos","historical","degC","r12i1p1f2","MIROC-ES2L",1854,"global",18.1015074166667
"tos","historical","degC","r12i1p1f2","MIROC-ES2L",1855,"global",18.0536964166667
"tos","historical","degC","r12i1p1f2","MIROC-ES2L",1856,"global",18.0213556666667
"tos","historical","degC","r12i1p1f2","MIROC-ES2L",1857,"global",18.0740230833333
"tos","historical","degC","r12i1p1f2","MIROC-ES2L",1858,"global",18.1756811666667
"tos","historical","degC","r12i1p1f2","MIROC-ES2L",1859,"global",18.2543039166667
"tos","historical","degC","r12i1p1f2","MIROC-ES2L",1860,"global",18.1466003333333
"tos","historical","degC","r13i1p1f1","ACCESS-ESM1-5",1850,"global",18.70312575
"tos","historical","degC","r13i1p1f1","ACCESS-ESM1-5",1851,"global",18.7210301666667
"tos","historical","degC","r13i1p1f1","ACCESS-ESM1-5",1852,"global",18.7115379166667
"tos","historical","degC","r13i1p1f1","ACCESS-ESM1-5",1853,"global",18.7907703333333
"tos","historical","degC","r13i1p1f1","ACCESS-ESM1-5",1854,"global",18.76822675
"tos","historical","degC","r13i1p1f1","ACCESS-ESM1-5",1855,"global",18.6543953333333
"tos","historical","degC","r13i1p1f1","ACCESS-ESM1-5",1856,"global",18.6963198333333
"tos","historical","degC","r13i1p1f1","ACCESS-ESM1-5",1857,"global",18.6870046666667
"tos","historical","degC","r13i1p1f1","ACCESS-ESM1-5",1858,"global",18.5458175833333
"tos","historical","degC","r13i1p1f1","ACCESS-ESM1-5",1859,"global",18.603581
"tos","historical","degC","r13i1p1f1","ACCESS-ESM1-5",1860,"global",18.5503040833333
"tos","historical","degC","r13i1p1f1","CanESM5",1850,"global",17.50739275
"tos","historical","degC","r13i1p1f1","CanESM5",1851,"global",17.5436671666667
"tos","historical","degC","r13i1p1f1","CanESM5",1852,"global",17.5571424166667
"tos","historical","degC","r13i1p1f1","CanESM5",1853,"global",17.4383184166667
"tos","historical","degC","r13i1p1f1","CanESM5",1854,"global",17.4317025
"tos","historical","degC","r13i1p1f1","CanESM5",1855,"global",17.5931748333333
"tos","historical","degC","r13i1p1f1","CanESM5",1856,"global",17.5154553333333
"tos","historical","degC","r13i1p1f1","CanESM5",1857,"global",17.5383553333333
"tos","historical","degC","r13i1p1f1","CanESM5",1858,"global",17.6163676666667
"tos","historical","degC","r13i1p1f1","CanESM5",1859,"global",17.5792115833333
"tos","historical","degC","r13i1p1f1","CanESM5",1860,"global",17.5452685
"tos","historical","degC","r13i1p1f1","EC-Earth3",1850,"global",18.6790268333333
"tos","historical","degC","r13i1p1f1","EC-Earth3",1851,"global",18.6974483333333
"tos","historical","degC","r13i1p1f1","EC-Earth3",1852,"global",18.6328668333333
"tos","historical","degC","r13i1p1f1","EC-Earth3",1853,"global",18.5693401666667
"tos","historical","degC","r13i1p1f1","EC-Earth3",1854,"global",18.5904135
"tos","historical","degC","r13i1p1f1","EC-Earth3",1855,"global",18.6198549166667
"tos","historical","degC","r13i1p1f1","EC-Earth3",1856,"global",18.4530689166667
"tos","historical","degC","r13i1p1f1","EC-Earth3",1857,"global",18.6028986666667
"tos","historical","degC","r13i1p1f1","EC-Earth3",1858,"global",18.639941
"tos","historical","degC","r13i1p1f1","EC-Earth3",1859,"global",18.5484613333333
"tos","historical","degC","r13i1p1f1","EC-Earth3",1860,"global",18.5787055833333
"tos","historical","degC","r13i1p1f1","MIROC6",1850,"global",18.1165435833333
"tos","historical","degC","r13i1p1f1","MIROC6",1851,"global",18.1223395
"tos","historical","degC","r13i1p1f1","MIROC6",1852,"global",18.1647133333333
"tos","historical","degC","r13i1p1f1","MIROC6",1853,"global",18.2270343333333
"tos","historical","degC","r13i1p1f1","MIROC6",1854,"global",18.1977575
"tos","historical","degC","r13i1p1f1","MIROC6",1855,"global",18.2041735
"tos","historical","degC","r13i1p1f1","MIROC6",1856,"global",18.3410285833333
"tos","historical","degC","r13i1p1f1","MIROC6",1857,"global",18.3285273333333
"tos","historical","degC","r13i1p1f1","MIROC6",1858,"global",18.0549123333333
"tos","historical","degC","r13i1p1f1","MIROC6",1859,"global",18.0504179166667
"tos","historical","degC","r13i1p1f1","MIROC6",1860,"global",18.1131245833333
"tos","historical","degC","r13i1p1f1","NorCPM1",1850,"global",17.22038625
"tos","historical","degC","r13i1p1f1","NorCPM1",1851,"global",17.2129700833333
"tos","historical","degC","r13i1p1f1","NorCPM1",1852,"global",17.2719344166667
"tos","historical","degC","r13i1p1f1","NorCPM1",1853,"global",17.2492584166667
"tos","historical","degC","r13i1p1f1","NorCPM1",1854,"global",17.2516228333333
"tos","historical","degC","r13i1p1f1","NorCPM1",1855,"global",17.2909456666667
"tos","historical","degC","r13i1p1f1","NorCPM1",1856,"global",17.20883
"tos","historical","degC","r13i1p1f1","NorCPM1",1857,"global",17.21286725
"tos","historical","degC","r13i1p1f1","NorCPM1",1858,"global",17.2266165833333
"tos","historical","degC","r13i1p1f1","NorCPM1",1859,"global",17.22963325
"tos","historical","degC","r13i1p1f1","NorCPM1",1860,"global",17.263496
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1850,"global",17.8087
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1851,"global",17.5848764166667
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1852,"global",17.7081564166667
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1853,"global",17.7307873333333
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1854,"global",17.76370925
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1855,"global",17.6612128333333
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1856,"global",17.646681
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1857,"global",17.6384350833333
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1858,"global",17.6761473333333
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1859,"global",17.6819130833333
"tos","historical","degC","r13i1p1f2","CNRM-CM6-1",1860,"global",17.70474925
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1850,"global",18.0755911666667
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1851,"global",18.05734575
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1852,"global",18.0632488333333
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1853,"global",17.9853399166667
"tos","historical","degC","r13i1p1f2","MIROC-ES2L",1854,"global",17.9729344166667
