"Ensemble_Model","Data","Time","Temp"
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19760701.25,294.142791748047
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19770701.25,294.20947265625
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19780701.25,294.149291992188
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19790701.25,294.164611816406
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19800701.25,294.264190673828
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19810701.25,294.353485107422
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19820701.25,294.443237304688
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19830701.25,294.365570068359
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19840701.25,294.503601074219
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19850701.25,294.480682373047
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19860701.25,294.506530761719
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19870701.25,294.574401855469
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19880701.25,294.548309326172
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19890701.25,294.637878417969
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19900701.25,294.778625488281
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19910701.25,294.855865478516
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19920701.25,294.965667724609
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19930701.25,294.999938964844
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19940701.25,294.941619873047
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19950701.25,294.998809814453
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19960701.25,295.078155517578
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19970701.25,295.162322998047
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19980701.25,295.167999267578
"1pctCO2_r1i1p1f1_CanESM5","Ocean",19990701.25,295.260894775391
"1pctCO2_r1i1p1f1_CanESM5","Ocean",20000701.25,295.343841552734
"1pctCO2_r1i1p1f1_CanESM5","Global",18500701.25,286.759002685547
"1pctCO2_r1i1p1f1_CanESM5","Global",18510701.25,286.698425292969
"1pctCO2_r1i1p1f1_CanESM5","Global",18520701.25,286.753356933594
"1pctCO2_r1i1p1f1_CanESM5","Global",18530701.25,286.714996337891
"1pctCO2_r1i1p1f1_CanESM5","Global",18540701.25,286.659118652344
"1pctCO2_r1i1p1f1_CanESM5","Global",18550701.25,286.696105957031
"1pctCO2_r1i1p1f1_CanESM5","Global",18560701.25,286.564636230469
"1pctCO2_r1i1p1f1_CanESM5","Global",18570701.25,286.791137695312
"1pctCO2_r1i1p1f1_CanESM5","Global",18580701.25,286.814880371094
"1pctCO2_r1i1p1f1_CanESM5","Global",18590701.25,286.752471923828
"1pctCO2_r1i1p1f1_CanESM5","Global",18600701.25,286.826232910156
"1pctCO2_r1i1p1f1_CanESM5","Global",18610701.25,286.869598388672
"1pctCO2_r1i1p1f1_CanESM5","Global",18620701.25,286.766082763672
"1pctCO2_r1i1p1f1_CanESM5","Global",18630701.25,286.789337158203
"1pctCO2_r1i1p1f1_CanESM5","Global",18640701.25,286.817291259766
"1pctCO2_r1i1p1f1_CanESM5","Global",18650701.25,286.7314453125
"1pctCO2_r1i1p1f1_CanESM5","Global",18660701.25,286.946472167969
"1pctCO2_r1i1p1f1_CanESM5","Global",18670701.25,286.898834228516
"1pctCO2_r1i1p1f1_CanESM5","Global",18680701.25,287.042907714844
"1pctCO2_r1i1p1f1_CanESM5","Global",18690701.25,287.170562744141
"1pctCO2_r1i1p1f1_CanESM5","Global",18700701.25,287.056854248047
"1pctCO2_r1i1p1f1_CanESM5","Global",18710701.25,287.104644775391
"1pctCO2_r1i1p1f1_CanESM5","Global",18720701.25,287.263031005859
"1pctCO2_r1i1p1f1_CanESM5","Global",18730701.25,287.326202392578
"1pctCO2_r1i1p1f1_CanESM5","Global",18740701.25,287.195953369141
"1pctCO2_r1i1p1f1_CanESM5","Global",18750701.25,287.238098144531
"1pctCO2_r1i1p1f1_CanESM5","Global",18760701.25,287.154144287109
"1pctCO2_r1i1p1f1_CanESM5","Global",18770701.25,287.126739501953
"1pctCO2_r1i1p1f1_CanESM5","Global",18780701.25,287.366638183594
"1pctCO2_r1i1p1f1_CanESM5","Global",18790701.25,287.704559326172
"1pctCO2_r1i1p1f1_CanESM5","Global",18800701.25,287.457916259766
"1pctCO2_r1i1p1f1_CanESM5","Global",18810701.25,287.492156982422
"1pctCO2_r1i1p1f1_CanESM5","Global",18820701.25,287.705169677734
"1pctCO2_r1i1p1f1_CanESM5","Global",18830701.25,287.742431640625
"1pctCO2_r1i1p1f1_CanESM5","Global",18840701.25,287.716857910156
"1pctCO2_r1i1p1f1_CanESM5","Global",18850701.25,287.554718017578
"1pctCO2_r1i1p1f1_CanESM5","Global",18860701.25,287.650726318359
"1pctCO2_r1i1p1f1_CanESM5","Global",18870701.25,287.969543457031
"1pctCO2_r1i1p1f1_CanESM5","Global",18880701.25,287.891632080078
"1pctCO2_r1i1p1f1_CanESM5","Global",18890701.25,287.8857421875
"1pctCO2_r1i1p1f1_CanESM5","Global",18900701.25,287.861419677734
"1pctCO2_r1i1p1f1_CanESM5","Global",18910701.25,287.907104492188
"1pctCO2_r1i1p1f1_CanESM5","Global",18920701.25,288.052764892578
"1pctCO2_r1i1p1f1_CanESM5","Global",18930701.25,288.014068603516
"1pctCO2_r1i1p1f1_CanESM5","Global",18940701.25,288.100799560547
"1pctCO2_r1i1p1f1_CanESM5","Global",18950701.25,288.07666015625
"1pctCO2_r1i1p1f1_CanESM5","Global",18960701.25,288.163208007812
"1pctCO2_r1i1p1f1_CanESM5","Global",18970701.25,287.996856689453
"1pctCO2_r1i1p1f1_CanESM5","Global",18980701.25,288.075378417969
"1pctCO2_r1i1p1f1_CanESM5","Global",18990701.25,288.320922851562
"1pctCO2_r1i1p1f1_CanESM5","Global",19000701.25,288.475799560547
"1pctCO2_r1i1p1f1_CanESM5","Global",19010701.25,288.579376220703
"1pctCO2_r1i1p1f1_CanESM5","Global",19020701.25,288.509002685547
"1pctCO2_r1i1p1f1_CanESM5","Global",19030701.25,288.524017333984
"1pctCO2_r1i1p1f1_CanESM5","Global",19040701.25,288.483306884766
"1pctCO2_r1i1p1f1_CanESM5","Global",19050701.25,288.463897705078
"1pctCO2_r1i1p1f1_CanESM5","Global",19060701.25,288.641906738281
"1pctCO2_r1i1p1f1_CanESM5","Global",19070701.25,288.799530029297
"1pctCO2_r1i1p1f1_CanESM5","Global",19080701.25,288.661804199219
"1pctCO2_r1i1p1f1_CanESM5","Global",19090701.25,288.573394775391
"1pctCO2_r1i1p1f1_CanESM5","Global",19100701.25,288.658355712891
"1pctCO2_r1i1p1f1_CanESM5","Global",19110701.25,289.018310546875
"1pctCO2_r1i1p1f1_CanESM5","Global",19120701.25,289.130126953125
"1pctCO2_r1i1p1f1_CanESM5","Global",19130701.25,289.026550292969
"1pctCO2_r1i1p1f1_CanESM5","Global",19140701.25,289.056671142578
"1pctCO2_r1i1p1f1_CanESM5","Global",19150701.25,289.073791503906
"1pctCO2_r1i1p1f1_CanESM5","Global",19160701.25,289.190032958984
"1pctCO2_r1i1p1f1_CanESM5","Global",19170701.25,289.343566894531
"1pctCO2_r1i1p1f1_CanESM5","Global",19180701.25,289.519439697266
"1pctCO2_r1i1p1f1_CanESM5","Global",19190701.25,289.354431152344
"1pctCO2_r1i1p1f1_CanESM5","Global",19200701.25,289.302001953125
"1pctCO2_r1i1p1f1_CanESM5","Global",19210701.25,289.440948486328
"1pctCO2_r1i1p1f1_CanESM5","Global",19220701.25,289.486602783203
"1pctCO2_r1i1p1f1_CanESM5","Global",19230701.25,289.487915039062
"1pctCO2_r1i1p1f1_CanESM5","Global",19240701.25,289.531829833984
"1pctCO2_r1i1p1f1_CanESM5","Global",19250701.25,289.600311279297
"1pctCO2_r1i1p1f1_CanESM5","Global",19260701.25,289.575531005859
"1pctCO2_r1i1p1f1_CanESM5","Global",19270701.25,289.691101074219
"1pctCO2_r1i1p1f1_CanESM5","Global",19280701.25,289.789398193359
"1pctCO2_r1i1p1f1_CanESM5","Global",19290701.25,289.769897460938
"1pctCO2_r1i1p1f1_CanESM5","Global",19300701.25,289.721710205078
"1pctCO2_r1i1p1f1_CanESM5","Global",19310701.25,289.797332763672
"1pctCO2_r1i1p1f1_CanESM5","Global",19320701.25,289.849670410156
"1pctCO2_r1i1p1f1_CanESM5","Global",19330701.25,289.956939697266
"1pctCO2_r1i1p1f1_CanESM5","Global",19340701.25,290.106231689453
"1pctCO2_r1i1p1f1_CanESM5","Global",19350701.25,290.059509277344
"1pctCO2_r1i1p1f1_CanESM5","Global",19360701.25,290.012237548828
"1pctCO2_r1i1p1f1_CanESM5","Global",19370701.25,290.184936523438
"1pctCO2_r1i1p1f1_CanESM5","Global",19380701.25,290.200958251953
"1pctCO2_r1i1p1f1_CanESM5","Global",19390701.25,290.26953125
"1pctCO2_r1i1p1f1_CanESM5","Global",19400701.25,290.227386474609
"1pctCO2_r1i1p1f1_CanESM5","Global",19410701.25,290.40087890625
"1pctCO2_r1i1p1f1_CanESM5","Global",19420701.25,290.432464599609
"1pctCO2_r1i1p1f1_CanESM5","Global",19430701.25,290.543487548828
"1pctCO2_r1i1p1f1_CanESM5","Global",19440701.25,290.552001953125
"1pctCO2_r1i1p1f1_CanESM5","Global",19450701.25,290.432830810547
"1pctCO2_r1i1p1f1_CanESM5","Global",19460701.25,290.583648681641
"1pctCO2_r1i1p1f1_CanESM5","Global",19470701.25,290.839294433594
"1pctCO2_r1i1p1f1_CanESM5","Global",19480701.25,290.800140380859
"1pctCO2_r1i1p1f1_CanESM5","Global",19490701.25,290.683654785156
"1pctCO2_r1i1p1f1_CanESM5","Global",19500701.25,290.714630126953
"1pctCO2_r1i1p1f1_CanESM5","Global",19510701.25,290.864227294922
"1pctCO2_r1i1p1f1_CanESM5","Global",19520701.25,290.873565673828
"1pctCO2_r1i1p1f1_CanESM5","Global",19530701.25,291.129302978516
"1pctCO2_r1i1p1f1_CanESM5","Global",19540701.25,291.194305419922
"1pctCO2_r1i1p1f1_CanESM5","Global",19550701.25,291.077545166016
"1pctCO2_r1i1p1f1_CanESM5","Global",19560701.25,291.13525390625
"1pctCO2_r1i1p1f1_CanESM5","Global",19570701.25,291.324523925781
"1pctCO2_r1i1p1f1_CanESM5","Global",19580701.25,291.278686523438
"1pctCO2_r1i1p1f1_CanESM5","Global",19590701.25,291.425842285156
"1pctCO2_r1i1p1f1_CanESM5","Global",19600701.25,291.674560546875
"1pctCO2_r1i1p1f1_CanESM5","Global",19610701.25,291.506469726562
"1pctCO2_r1i1p1f1_CanESM5","Global",19620701.25,291.436096191406
"1pctCO2_r1i1p1f1_CanESM5","Global",19630701.25,291.650573730469
"1pctCO2_r1i1p1f1_CanESM5","Global",19640701.25,291.740600585938
"1pctCO2_r1i1p1f1_CanESM5","Global",19650701.25,291.858032226562
"1pctCO2_r1i1p1f1_CanESM5","Global",19660701.25,291.865600585938
"1pctCO2_r1i1p1f1_CanESM5","Global",19670701.25,291.8525390625
"1pctCO2_r1i1p1f1_CanESM5","Global",19680701.25,291.917022705078
"1pctCO2_r1i1p1f1_CanESM5","Global",19690701.25,292.175231933594
"1pctCO2_r1i1p1f1_CanESM5","Global",19700701.25,292.148834228516
"1pctCO2_r1i1p1f1_CanESM5","Global",19710701.25,292.120391845703
"1pctCO2_r1i1p1f1_CanESM5","Global",19720701.25,292.281036376953
"1pctCO2_r1i1p1f1_CanESM5","Global",19730701.25,292.306488037109
"1pctCO2_r1i1p1f1_CanESM5","Global",19740701.25,292.235046386719
"1pctCO2_r1i1p1f1_CanESM5","Global",19750701.25,292.329193115234
"1pctCO2_r1i1p1f1_CanESM5","Global",19760701.25,292.612396240234
"1pctCO2_r1i1p1f1_CanESM5","Global",19770701.25,292.646484375
"1pctCO2_r1i1p1f1_CanESM5","Global",19780701.25,292.513977050781
"1pctCO2_r1i1p1f1_CanESM5","Global",19790701.25,292.557342529297
"1pctCO2_r1i1p1f1_CanESM5","Global",19800701.25,292.690826416016
"1pctCO2_r1i1p1f1_CanESM5","Global",19810701.25,292.751678466797
"1pctCO2_r1i1p1f1_CanESM5","Global",19820701.25,292.889099121094
"1pctCO2_r1i1p1f1_CanESM5","Global",19830701.25,292.778289794922
"1pctCO2_r1i1p1f1_CanESM5","Global",19840701.25,292.960815429688
"1pctCO2_r1i1p1f1_CanESM5","Global",19850701.25,292.913757324219
"1pctCO2_r1i1p1f1_CanESM5","Global",19860701.25,292.943481445312
"1pctCO2_r1i1p1f1_CanESM5","Global",19870701.25,293.022430419922
"1pctCO2_r1i1p1f1_CanESM5","Global",19880701.25,293.007232666016
"1pctCO2_r1i1p1f1_CanESM5","Global",19890701.25,293.093109130859
"1pctCO2_r1i1p1f1_CanESM5","Global",19900701.25,293.279083251953
"1pctCO2_r1i1p1f1_CanESM5","Global",19910701.25,293.392456054688
"1pctCO2_r1i1p1f1_CanESM5","Global",19920701.25,293.440124511719
"1pctCO2_r1i1p1f1_CanESM5","Global",19930701.25,293.538970947266
"1pctCO2_r1i1p1f1_CanESM5","Global",19940701.25,293.445953369141
"1pctCO2_r1i1p1f1_CanESM5","Global",19950701.25,293.534729003906
"1pctCO2_r1i1p1f1_CanESM5","Global",19960701.25,293.659301757812
"1pctCO2_r1i1p1f1_CanESM5","Global",19970701.25,293.732604980469
"1pctCO2_r1i1p1f1_CanESM5","Global",19980701.25,293.766265869141
"1pctCO2_r1i1p1f1_CanESM5","Global",19990701.25,293.867126464844
"1pctCO2_r1i1p1f1_CanESM5","Global",20000701.25,293.911743164062
"1pctCO2_r1i1p1f1_CESM2","Land",10630.25,281.818634033203
"1pctCO2_r1i1p1f1_CESM2","Land",20630.25,281.998413085938
"1pctCO2_r1i1p1f1_CESM2","Land",30630.25,281.965515136719
"1pctCO2_r1i1p1f1_CESM2","Land",40630.25,281.8291015625
"1pctCO2_r1i1p1f1_CESM2","Land",50630.25,281.706970214844
"1pctCO2_r1i1p1f1_CESM2","Land",60630.25,281.911712646484
"1pctCO2_r1i1p1f1_CESM2","Land",70630.25,281.909973144531
"1pctCO2_r1i1p1f1_CESM2","Land",80630.25,282.304412841797
"1pctCO2_r1i1p1f1_CESM2","Land",90630.25,282.301422119141
"1pctCO2_r1i1p1f1_CESM2","Land",100630.25,282.485992431641
"1pctCO2_r1i1p1f1_CESM2","Land",110630.25,282.421875
"1pctCO2_r1i1p1f1_CESM2","Land",120630.25,282.248718261719
"1pctCO2_r1i1p1f1_CESM2","Land",130630.25,282.269775390625
"1pctCO2_r1i1p1f1_CESM2","Land",140630.25,282.379852294922
"1pctCO2_r1i1p1f1_CESM2","Land",150630.25,282.492797851562
"1pctCO2_r1i1p1f1_CESM2","Land",160630.25,282.349029541016
"1pctCO2_r1i1p1f1_CESM2","Land",170630.25,282.622192382812
"1pctCO2_r1i1p1f1_CESM2","Land",180630.25,282.426696777344
"1pctCO2_r1i1p1f1_CESM2","Land",190630.25,282.238922119141
"1pctCO2_r1i1p1f1_CESM2","Land",200630.25,282.541076660156
"1pctCO2_r1i1p1f1_CESM2","Land",210630.25,282.727081298828
"1pctCO2_r1i1p1f1_CESM2","Land",220630.25,282.821350097656
"1pctCO2_r1i1p1f1_CESM2","Land",230630.25,283.023742675781
"1pctCO2_r1i1p1f1_CESM2","Land",240630.25,283.140686035156
"1pctCO2_r1i1p1f1_CESM2","Land",250630.25,282.572235107422
"1pctCO2_r1i1p1f1_CESM2","Land",260630.25,282.832061767578
"1pctCO2_r1i1p1f1_CESM2","Land",270630.25,282.883972167969
"1pctCO2_r1i1p1f1_CESM2","Land",280630.25,282.761749267578
"1pctCO2_r1i1p1f1_CESM2","Land",290630.25,282.702514648438
"1pctCO2_r1i1p1f1_CESM2","Land",300630.25,283.048217773438
"1pctCO2_r1i1p1f1_CESM2","Land",310630.25,283.06689453125
"1pctCO2_r1i1p1f1_CESM2","Land",320630.25,283.12939453125
"1pctCO2_r1i1p1f1_CESM2","Land",330630.25,283.177124023438
"1pctCO2_r1i1p1f1_CESM2","Land",340630.25,283.555877685547
"1pctCO2_r1i1p1f1_CESM2","Land",350630.25,283.460723876953
"1pctCO2_r1i1p1f1_CESM2","Land",360630.25,283.364654541016
"1pctCO2_r1i1p1f1_CESM2","Land",370630.25,283.479064941406
"1pctCO2_r1i1p1f1_CESM2","Land",380630.25,283.404296875
"1pctCO2_r1i1p1f1_CESM2","Land",390630.25,283.283172607422
"1pctCO2_r1i1p1f1_CESM2","Land",400630.25,283.208953857422
"1pctCO2_r1i1p1f1_CESM2","Land",410630.25,283.991455078125
"1pctCO2_r1i1p1f1_CESM2","Land",420630.25,283.845611572266
"1pctCO2_r1i1p1f1_CESM2","Land",430630.25,283.366607666016
"1pctCO2_r1i1p1f1_CESM2","Land",440630.25,283.4873046875
"1pctCO2_r1i1p1f1_CESM2","Land",450630.25,283.576446533203
"1pctCO2_r1i1p1f1_CESM2","Land",460630.25,284.007995605469
"1pctCO2_r1i1p1f1_CESM2","Land",470630.25,283.627380371094
"1pctCO2_r1i1p1f1_CESM2","Land",480630.25,283.498291015625
"1pctCO2_r1i1p1f1_CESM2","Land",490630.25,283.821929931641
"1pctCO2_r1i1p1f1_CESM2","Land",500630.25,284.083679199219
"1pctCO2_r1i1p1f1_CESM2","Ocean",10630.25,289.005737304688
"1pctCO2_r1i1p1f1_CESM2","Ocean",20630.25,289.102905273438
"1pctCO2_r1i1p1f1_CESM2","Ocean",30630.25,289.128356933594
"1pctCO2_r1i1p1f1_CESM2","Ocean",40630.25,289.038116455078
"1pctCO2_r1i1p1f1_CESM2","Ocean",50630.25,289.123138427734
"1pctCO2_r1i1p1f1_CESM2","Ocean",60630.25,289.230133056641
"1pctCO2_r1i1p1f1_CESM2","Ocean",70630.25,289.243072509766
"1pctCO2_r1i1p1f1_CESM2","Ocean",80630.25,289.416870117188
"1pctCO2_r1i1p1f1_CESM2","Ocean",90630.25,289.452880859375
"1pctCO2_r1i1p1f1_CESM2","Ocean",100630.25,289.43212890625
"1pctCO2_r1i1p1f1_CESM2","Ocean",110630.25,289.441558837891
"1pctCO2_r1i1p1f1_CESM2","Ocean",120630.25,289.298156738281
"1pctCO2_r1i1p1f1_CESM2","Ocean",130630.25,289.362487792969
"1pctCO2_r1i1p1f1_CESM2","Ocean",140630.25,289.567352294922
"1pctCO2_r1i1p1f1_CESM2","Ocean",150630.25,289.510925292969
"1pctCO2_r1i1p1f1_CESM2","Ocean",160630.25,289.383819580078
"1pctCO2_r1i1p1f1_CESM2","Ocean",170630.25,289.500671386719
"1pctCO2_r1i1p1f1_CESM2","Ocean",180630.25,289.515472412109
"1pctCO2_r1i1p1f1_CESM2","Ocean",190630.25,289.391326904297
"1pctCO2_r1i1p1f1_CESM2","Ocean",200630.25,289.589385986328
"1pctCO2_r1i1p1f1_CESM2","Ocean",210630.25,289.594543457031
"1pctCO2_r1i1p1f1_CESM2","Ocean",220630.25,289.700256347656
"1pctCO2_r1i1p1f1_CESM2","Ocean",230630.25,289.852661132812
"1pctCO2_r1i1p1f1_CESM2","Ocean",240630.25,289.800933837891
"1pctCO2_r1i1p1f1_CESM2","Ocean",250630.25,289.576812744141
"1pctCO2_r1i1p1f1_CESM2","Ocean",260630.25,289.725250244141
"1pctCO2_r1i1p1f1_CESM2","Ocean",270630.25,289.692993164062
"1pctCO2_r1i1p1f1_CESM2","Ocean",280630.25,289.521179199219
"1pctCO2_r1i1p1f1_CESM2","Ocean",290630.25,289.615386962891
"1pctCO2_r1i1p1f1_CESM2","Ocean",300630.25,289.867980957031
"1pctCO2_r1i1p1f1_CESM2","Ocean",310630.25,289.94677734375
"1pctCO2_r1i1p1f1_CESM2","Ocean",320630.25,289.857635498047
"1pctCO2_r1i1p1f1_CESM2","Ocean",330630.25,289.921081542969
"1pctCO2_r1i1p1f1_CESM2","Ocean",340630.25,290.102203369141
"1pctCO2_r1i1p1f1_CESM2","Ocean",350630.25,290.182098388672
"1pctCO2_r1i1p1f1_CESM2","Ocean",360630.25,290.098449707031
"1pctCO2_r1i1p1f1_CESM2","Ocean",370630.25,290.204803466797
"1pctCO2_r1i1p1f1_CESM2","Ocean",380630.25,290.022277832031
"1pctCO2_r1i1p1f1_CESM2","Ocean",390630.25,289.902038574219
"1pctCO2_r1i1p1f1_CESM2","Ocean",400630.25,290.120483398438
"1pctCO2_r1i1p1f1_CESM2","Ocean",410630.25,290.439910888672
"1pctCO2_r1i1p1f1_CESM2","Ocean",420630.25,290.304321289062
"1pctCO2_r1i1p1f1_CESM2","Ocean",430630.25,290.065185546875
"1pctCO2_r1i1p1f1_CESM2","Ocean",440630.25,290.157897949219
"1pctCO2_r1i1p1f1_CESM2","Ocean",450630.25,290.279602050781
"1pctCO2_r1i1p1f1_CESM2","Ocean",460630.25,290.383392333984
"1pctCO2_r1i1p1f1_CESM2","Ocean",470630.25,290.307434082031
"1pctCO2_r1i1p1f1_CESM2","Ocean",480630.25,290.289916992188
"1pctCO2_r1i1p1f1_CESM2","Ocean",490630.25,290.543060302734
"1pctCO2_r1i1p1f1_CESM2","Ocean",500630.25,290.538208007812
"1pctCO2_r1i1p1f1_CESM2","Global",10630.25,286.900054931641
"1pctCO2_r1i1p1f1_CESM2","Global",20630.25,287.021423339844
"1pctCO2_r1i1p1f1_CESM2","Global",30630.25,287.029815673828
"1pctCO2_r1i1p1f1_CESM2","Global",40630.25,286.926025390625
"1pctCO2_r1i1p1f1_CESM2","Global",50630.25,286.950347900391
"1pctCO2_r1i1p1f1_CESM2","Global",60630.25,287.085998535156
"1pctCO2_r1i1p1f1_CESM2","Global",70630.25,287.094635009766
"1pctCO2_r1i1p1f1_CESM2","Global",80630.25,287.333068847656
"1pctCO2_r1i1p1f1_CESM2","Global",90630.25,287.357635498047
"1pctCO2_r1i1p1f1_CESM2","Global",100630.25,287.397064208984
"1pctCO2_r1i1p1f1_CESM2","Global",110630.25,287.384948730469
"1pctCO2_r1i1p1f1_CESM2","Global",120630.25,287.232818603516
"1pctCO2_r1i1p1f1_CESM2","Global",130630.25,287.284484863281
"1pctCO2_r1i1p1f1_CESM2","Global",140630.25,287.461578369141
"1pctCO2_r1i1p1f1_CESM2","Global",150630.25,287.454772949219
"1pctCO2_r1i1p1f1_CESM2","Global",160630.25,287.322784423828
"1pctCO2_r1i1p1f1_CESM2","Global",170630.25,287.485412597656
"1pctCO2_r1i1p1f1_CESM2","Global",180630.25,287.438629150391
"1pctCO2_r1i1p1f1_CESM2","Global",190630.25,287.295806884766
"1pctCO2_r1i1p1f1_CESM2","Global",200630.25,287.524383544922
"1pctCO2_r1i1p1f1_CESM2","Global",210630.25,287.58251953125
"1pctCO2_r1i1p1f1_CESM2","Global",220630.25,287.684875488281
"1pctCO2_r1i1p1f1_CESM2","Global",230630.25,287.851928710938
"1pctCO2_r1i1p1f1_CESM2","Global",240630.25,287.849609375
"1pctCO2_r1i1p1f1_CESM2","Global",250630.25,287.524627685547
"1pctCO2_r1i1p1f1_CESM2","Global",260630.25,287.705688476562
"1pctCO2_r1i1p1f1_CESM2","Global",270630.25,287.698089599609
"1pctCO2_r1i1p1f1_CESM2","Global",280630.25,287.540802001953
"1pctCO2_r1i1p1f1_CESM2","Global",290630.25,287.590057373047
"1pctCO2_r1i1p1f1_CESM2","Global",300630.25,287.869934082031
"1pctCO2_r1i1p1f1_CESM2","Global",310630.25,287.931121826172
"1pctCO2_r1i1p1f1_CESM2","Global",320630.25,287.886413574219
"1pctCO2_r1i1p1f1_CESM2","Global",330630.25,287.945251464844
"1pctCO2_r1i1p1f1_CESM2","Global",340630.25,288.184265136719
"1pctCO2_r1i1p1f1_CESM2","Global",350630.25,288.212890625
"1pctCO2_r1i1p1f1_CESM2","Global",360630.25,288.125579833984
"1pctCO2_r1i1p1f1_CESM2","Global",370630.25,288.234283447266
"1pctCO2_r1i1p1f1_CESM2","Global",380630.25,288.083343505859
"1pctCO2_r1i1p1f1_CESM2","Global",390630.25,287.962860107422
"1pctCO2_r1i1p1f1_CESM2","Global",400630.25,288.095550537109
"1pctCO2_r1i1p1f1_CESM2","Global",410630.25,288.550659179688
"1pctCO2_r1i1p1f1_CESM2","Global",420630.25,288.412048339844
"1pctCO2_r1i1p1f1_CESM2","Global",430630.25,288.102661132812
"1pctCO2_r1i1p1f1_CESM2","Global",440630.25,288.203552246094
"1pctCO2_r1i1p1f1_CESM2","Global",450630.25,288.315734863281
"1pctCO2_r1i1p1f1_CESM2","Global",460630.25,288.515533447266
"1pctCO2_r1i1p1f1_CESM2","Global",470630.25,288.350341796875
"1pctCO2_r1i1p1f1_CESM2","Global",480630.25,288.300140380859
"1pctCO2_r1i1p1f1_CESM2","Global",490630.25,288.573913574219
"1pctCO2_r1i1p1f1_CESM2","Global",500630.25,288.647186279297
"1pctCO2_r1i1p1f1_CESM2","Land",510630.25,283.855865478516
"1pctCO2_r1i1p1f1_CESM2","Land",520630.25,284.038482666016
"1pctCO2_r1i1p1f1_CESM2","Land",530630.25,284.279571533203
"1pctCO2_r1i1p1f1_CESM2","Land",540630.25,283.928771972656
"1pctCO2_r1i1p1f1_CESM2","Land",550630.25,284.235961914062
"1pctCO2_r1i1p1f1_CESM2","Land",560630.25,284.163818359375
"1pctCO2_r1i1p1f1_CESM2","Land",570630.25,284.415740966797
"1pctCO2_r1i1p1f1_CESM2","Land",580630.25,284.167236328125
"1pctCO2_r1i1p1f1_CESM2","Land",590630.25,284.135955810547
"1pctCO2_r1i1p1f1_CESM2","Land",600630.25,284.209747314453
"1pctCO2_r1i1p1f1_CESM2","Land",610630.25,284.648590087891
"1pctCO2_r1i1p1f1_CESM2","Land",620630.25,284.746704101562
"1pctCO2_r1i1p1f1_CESM2","Land",630630.25,284.460357666016
"1pctCO2_r1i1p1f1_CESM2","Land",640630.25,284.519866943359
"1pctCO2_r1i1p1f1_CESM2","Land",650630.25,284.583312988281
"1pctCO2_r1i1p1f1_CESM2","Land",660630.25,284.596557617188
"1pctCO2_r1i1p1f1_CESM2","Land",670630.25,284.404602050781
"1pctCO2_r1i1p1f1_CESM2","Land",680630.25,284.505798339844
"1pctCO2_r1i1p1f1_CESM2","Land",690630.25,284.779205322266
"1pctCO2_r1i1p1f1_CESM2","Land",700630.25,284.653594970703
"1pctCO2_r1i1p1f1_CESM2","Land",710630.25,284.888336181641
"1pctCO2_r1i1p1f1_CESM2","Land",720630.25,284.821044921875
"1pctCO2_r1i1p1f1_CESM2","Land",730630.25,284.672637939453
"1pctCO2_r1i1p1f1_CESM2","Land",740630.25,284.935607910156
"1pctCO2_r1i1p1f1_CESM2","Land",750630.25,284.920837402344
"1pctCO2_r1i1p1f1_CESM2","Land",760630.25,284.90087890625
"1pctCO2_r1i1p1f1_CESM2","Land",770630.25,285.049652099609
"1pctCO2_r1i1p1f1_CESM2","Land",780630.25,285.076446533203
"1pctCO2_r1i1p1f1_CESM2","Land",790630.25,284.834747314453
"1pctCO2_r1i1p1f1_CESM2","Land",800630.25,284.993011474609
"1pctCO2_r1i1p1f1_CESM2","Land",810630.25,285.001647949219
"1pctCO2_r1i1p1f1_CESM2","Land",820630.25,285.379028320312
"1pctCO2_r1i1p1f1_CESM2","Land",830630.25,285.110229492188
"1pctCO2_r1i1p1f1_CESM2","Land",840630.25,284.984710693359
"1pctCO2_r1i1p1f1_CESM2","Land",850630.25,285.229370117188
"1pctCO2_r1i1p1f1_CESM2","Land",860630.25,285.156097412109
"1pctCO2_r1i1p1f1_CESM2","Land",870630.25,285.501953125
"1pctCO2_r1i1p1f1_CESM2","Land",880630.25,285.741149902344
